"","species","English.name","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","wing.lcentr","clutchcentr","clutch.size","gen.length","genlcentr","hits"
"711","Cyanocorax coeruleus","Azure Jay",7030,"Corvidae","Passeriformes","AVIBASE-D435058A",11,2,8,1,4,42.7,26.4,13.5,15.5,50.5,195.7,26.5,169.8,13.5,163.5,272,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",-32.5,-23.35,-27.49,-52.13,521253.94,22705708,2,0,1,0,1,1,1,0,0,0,0,0,0,0,2.3476239,1.104002995,0.150982472,NA,NA,11.68108254,11.86322793,15.1711711711712
"712","Anthropoides paradiseus","Blue Crane",1909,"Gruidae","Gruiformes","AVIBASE-361AC269",4,1,0,3,4,101.1,58.8,15.7,18.1,249.5,556.2,213.8,342.5,38.6,231.5,4540.6,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Terrestrial",-34.84,-18.12,-29.68,25.92,616090.89,22692109,3,1,1,1,1,1,1,1,0,0,1,0,1,0,2.51478107,3.91901537,1.63049769,NA,NA,11.7310842,11.94945029,40.3603603603604
"713","Gygis alba","Common White Tern",2583,"Laridae","Charadriiformes","AVIBASE-78D0F675",4,2,2,0,4,49.7,31.2,4.3,7.1,13.8,251.8,169.2,82.5,67.2,103.8,117,"Updated_literature","BoW","NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-30.76,28.67,-5.58,-7.04,1087691.59,22694821,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3.08319949,0.260374864,0.381220485,-2.308782645,1,11.78717952,12.04618049,4.22072072072072
"714","Gyps africanus","White-backed Vulture",3012,"Accipitridae","Accipitriformes","AVIBASE-0419DDC2",5,2,3,0,4,61.3,44,20.5,30.5,95.7,578.4,225,349.2,39.2,224.6,5433,"Dunning",NA,"NO",NA,NA,0,2,1,"Scavenger","Scavenger","Terrestrial",-30.05,17.01,-2.52,23.47,10465544.7,22695189,5,1,1,0,1,1,1,1,1,0,1,0,0,1,5.34723025,4.098447676,1.72160792,-2.308782645,1,11.79299917,12.05621584,6.86036036036036
"715","Pterodroma neglecta","Kermadec Petrel",2066,"Procellariidae","Procellariiformes","AVIBASE-889232C7",4,2,1,1,4,30.6,23,9.3,9.8,36.6,288,184.5,103.5,64,98.5,501,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",-37.19,30.57,-3.37,-50.31,87299047.74,22698027,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.4684814,1.71480703,0.529787617,-2.308782645,1,11.79836341,12.06546588,2.40990990990991
"716","Buceros rhinoceros","Rhinoceros Hornbill",3297,"Bucerotidae","Bucerotiformes","AVIBASE-0D3D9303",8,4,4,0,3,245.4,215.3,53.6,108.4,70.5,458.5,97.2,353.5,21.7,365.6,2371.6,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Insessorial",-8.78,7.55,0.14,108.73,1455791.75,22682450,3,1,1,0,0,0,0,1,0,0,0,0,0,0,3.37469176,3.269521041,1.229530598,-1.876337709,1.4,11.80550026,12.07777259,17.4099099099099
"717","Cacatua ophthalmica","Blue-eyed Cockatoo",4097,"Cacatuidae","Psittaciformes","AVIBASE-54B51CFD",4,2,0,2,3,40.7,34.7,22.4,38.3,29,291,88,203,30.2,169,492,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Granivore","Insessorial",-6.31,-4.14,-5.47,150.65,32330.97,22728429,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-0.43258784,1.696679645,0.54209981,-1.227670305,2,11.81642903,12.09661805,3.76576576576577
"718","Gyps indicus","Indian Vulture",3013,"Accipitridae","Accipitriformes","AVIBASE-C255F69A",5,2,3,0,4,71.3,44.6,20.5,29.7,99.7,585.6,223,360,38.3,235.2,5515,"Dunning",NA,"NO",NA,NA,0,3,1,"Scavenger","Scavenger","Terrestrial",11.04,30.71,23.08,77.41,1117987.16,22729731,5,1,0,0,0,1,1,1,1,1,0,0,1,1,3.11067174,4.113427861,1.751157183,-2.308782645,1,11.85857877,12.16930063,33.954954954955
"719","Gyps tenuirostris","Slender-billed Vulture",3014,"Accipitridae","Accipitriformes","AVIBASE-11324DC8",4,1,3,0,4,75.6,49,20,29.1,104.1,592.2,220.5,371.8,37.2,217.2,5515,"Dunning",NA,"NO",NA,NA,0,3,1,"Scavenger","Scavenger","Terrestrial",11.48,29.26,24.18,93.19,705181.48,22729460,5,1,0,0,0,1,1,1,0,1,1,0,0,1,2.64984176,4.113427861,1.778244008,-2.308782645,1,11.85857877,12.16930063,4.1981981981982
"720","Pterodroma incerta","Atlantic Petrel",2085,"Procellariidae","Procellariiformes","AVIBASE-23865D25",4,2,2,0,4,37,28.1,9.4,12.6,41.6,318,208.8,109.2,65.6,124.2,520,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",-58.59,-19.55,-40.38,-26.13,19854359.46,22698084,4,1,0,1,0,0,0,1,0,0,1,0,1,0,5.98756545,1.752029741,0.652909549,-2.308782645,1,11.86716155,12.18410069,5.46846846846847
"721","Pygoscelis papua","Gentoo Penguin",1973,"Spheniscidae","Sphenisciformes","AVIBASE-F2B3BF2A",4,2,2,0,4,64.8,37.8,12.4,17,33,126.1,6.2,119.8,5,122.8,5933,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aquatic",-64.78,-45.97,-54.31,-25.6,31443.71,22697755,1,0,0,1,0,0,0,1,1,0,1,0,0,0,-0.46041447,4.186486195,-0.13466041,-1.227670305,2,11.92169276,12.27813376,22.0495495495495
"722","Thalasseus bergii","Greater Crested Tern",2677,"Laridae","Charadriiformes","AVIBASE-526978C4",5,3,2,0,4,68.6,44.5,7.1,12.7,30,357.8,249,107.5,69.9,172.4,328,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",-44.6,30.73,-10.25,77.11,47808630.76,22694571,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6.86634803,1.291214537,0.816251312,-2.308782645,1,11.99795478,12.40963921,3.66216216216216
"723","Ciconia boyciana","Oriental Stork",2152,"Ciconiidae","Ciconiiformes","AVIBASE-C417573F",5,3,2,0,4,225.2,180.5,24,38.8,254.5,602.4,268.2,332.2,44.6,228,4847.7,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Terrestrial",43.92,52.15,47.77,130.95,475164.45,22697695,4,1,1,0,0,0,1,1,1,1,1,0,0,0,2.25504752,3.984460574,1.820105465,0.934554376,4,12.10367378,12.59193998,5.26126126126126
"724","Fregata aquila","Ascension Frigatebird",2276,"Fregatidae","Suliformes","AVIBASE-00E090F8",5,2,3,0,4,97.2,85.5,24.2,19.9,24.9,568.4,363.8,207.8,63.8,385,1620,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",-16.92,-1.18,-8.34,-12.96,2548973.33,22697728,3,1,0,1,0,0,0,1,0,0,0,0,0,0,3.93483251,2.888382357,1.680567275,-2.308782645,1,12.30469012,12.93857052,1.82882882882883
"725","Pterodroma sandwichensis","Hawaiian Petrel",2073,"Procellariidae","Procellariiformes","AVIBASE-E4AFFBF2",9,5,4,0,9,36.5,24.4,8.5,10.6,38.3,271.3,133.3,138,49.2,129.5,400.8,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",0.62,51.88,26.94,-148.12,19212039.47,22698017,4,1,1,1,1,1,1,1,0,0,1,0,1,0,5.95467899,1.491663479,0.461249741,-2.308782645,1,12.31058554,12.94873652,13.2162162162162
"726","Eudyptes schlegeli","Royal Penguin",1976,"Spheniscidae","Sphenisciformes","AVIBASE-01A11B3A",4,0,4,0,4,70.7,43.9,16.4,26.9,29.7,121,6.3,114.7,5.2,95.2,4242.6,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aquatic",-54.78,-54.49,-54.63,158.88,127.71,22697797,2,0,0,1,0,0,0,1,1,0,1,0,1,0,-5.966606641,3.851132497,-0.155591139,-1.227670305,2,12.32016634,12.96525755,32.527027027027
"727","Ardenna gravis","Great Shearwater",2098,"Procellariidae","Procellariiformes","AVIBASE-8B879DFA",5,2,3,0,4,54.7,36.3,8.3,11.3,58.1,317.8,195.2,120.2,61.9,112.8,849,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",-69.47,68.62,-5.92,-29.95,63607065.14,22698201,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.1518664,2.242260115,0.652088736,NA,NA,12.33677141,12.99389117,13.4324324324324
"728","Morus capensis","Cape Gannet",2279,"Sulidae","Suliformes","AVIBASE-775E93D7",4,2,2,0,4,91,91,23,29.1,59.4,449.8,269,180.8,59.8,173,2643.4,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-33.84,-25.72,-28.73,17.1,2.93,22696668,4,1,0,1,0,1,0,1,1,0,1,0,1,0,-9.741366287,3.378022175,1.193825237,-2.308782645,1,12.36914021,13.0497076,13.6261261261261
"729","Fregata andrewsi","Christmas Island Frigatebird",2274,"Fregatidae","Suliformes","AVIBASE-67200E8E",4,2,2,0,4,124.8,102.4,24.4,22.2,29.1,618.8,386.5,232.2,62.5,401.8,1473.1,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",-10.47,-10.42,-10.43,105.69,1.89,22697742,5,1,1,1,0,1,0,1,0,0,1,0,1,0,-10.17979188,2.793325232,1.887412121,-2.308782645,1,12.44557811,13.18151634,6.40540540540541
"730","Ptilonorhynchus violaceus","Satin Bowerbird",5924,"Ptilonorhynchidae","Passeriformes","AVIBASE-5CF4CE65",12,6,6,0,4,33.6,17.4,10,11.7,50.4,164.9,30.5,133.5,18.6,111.3,218.9,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Omnivore","Insessorial",-39,-15,-30.82,149.45,523221.88,22703679,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.35139219,0.886815934,0.024577289,-1.119559071,2.1,12.44628308,13.18273198,17.6486486486486
"731","Fregata ariel","Lesser Frigatebird",2272,"Fregatidae","Suliformes","AVIBASE-09ED7E92",7,3,4,0,4,91.4,76.8,19.9,17.2,14.9,513,333,183.5,64.6,277,804.3,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",-33.44,31.84,-2.33,28,94658392.52,22697738,1,0,0,1,0,0,0,0,1,0,0,0,1,0,7.54941639,2.188173263,1.453202108,-2.308782645,1,12.45086683,13.19063615,12.4189189189189
"732","Larus marinus","Great Black-backed Gull",2638,"Laridae","Charadriiformes","AVIBASE-E826E9F3",10,4,5,1,3,79.1,28,10.2,23.5,74.2,478.2,248.1,227.2,52.3,185.7,1649.7,"Dunning",NA,"NO",NA,NA,0,3,2,"Omnivore","Omnivore","Terrestrial",27.94,79.87,60.23,-19.59,1075355.21,22694324,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.07179288,2.906549661,1.310380666,-0.146557964,3,12.51374299,13.29905916,12.4459459459459
"733","Grus japonensis","Red-crowned Crane",1911,"Gruidae","Gruiformes","AVIBASE-0777AB3C",4,1,2,1,3,161,87.6,11.6,20.8,283.5,616,253.7,362.3,41.1,244.5,8786,"Dunning",NA,"NO",NA,NA,0,3,3,"Omnivore","Omnivore","Terrestrial",39.59,51.92,48.03,128.14,738171.22,22692167,3,1,1,0,1,0,0,1,1,1,1,0,0,0,2.69556237,4.579115754,1.875920741,-1.227670305,2,12.55007461,13.36170904,11.3333333333333
"734","Fregata magnificens","Magnificent Frigatebird",2275,"Fregatidae","Suliformes","AVIBASE-8AA3B42E",5,1,1,3,4,121.9,95.9,25.8,22.5,28.9,642,413,232.2,64,439.8,1490.5,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",-27.66,27.33,-14.03,-60.1,191468.89,22697724,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1.34611191,2.805067842,1.982626416,-2.308782645,1,12.58221354,13.41712908,30.3198198198198
"735","Larus fuscus","Lesser Black-backed Gull",2628,"Laridae","Charadriiformes","AVIBASE-2D52E3A5",10,4,5,1,4,62.3,23,7.9,15.8,61.5,412.2,235.5,174.5,57.4,147,762.4,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",38.68,77.89,66.29,57.44,4200335.24,22694373,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.43430619,2.134672281,1.039512416,-0.470891666,2.7,12.62376603,13.48878178,10.8558558558559
"736","Menura novaehollandiae","Superb Lyrebird",5907,"Menuridae","Passeriformes","AVIBASE-952F5682",10,5,5,0,4,42.2,16.6,7,7.6,109.5,280.9,5.7,281.6,2,582.7,972.6,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Invertivore","Terrestrial",-37.85,-26.55,-32.65,150.3,324756.71,22703605,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.87446289,2.378173827,0.500648759,-2.308782645,1,12.67217157,13.5722518,9.27477477477477
"737","Aquila rapax","Tawny Eagle",3045,"Accipitridae","Accipitriformes","AVIBASE-F6D547B2",5,2,3,0,4,54,31.5,16.8,24.3,84.3,506.6,196,310,38.7,242.4,2236.1,"Dunning",NA,"NO",NA,NA,0,2,3,"Carnivore","Vertivore","Generalist",-34.31,36.93,3.92,30.52,17572054.36,22696033,3,1,1,0,1,0,1,1,0,0,0,0,1,1,5.86545167,3.210689485,1.426936095,-1.227670305,2,12.69701655,13.61509423,20.972972972973
"738","Ardeotis nigriceps","Great Indian Bustard",1928,"Otididae","Otidiformes","AVIBASE-2799567A",5,2,3,0,4,88.7,44.4,18.2,17.9,183.2,618.5,258.2,351.4,42.4,256.8,7235.3,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Terrestrial",12.67,29.26,22.98,74.53,451108.33,22691932,5,1,1,1,0,1,1,1,1,0,0,0,0,0,2.20309408,4.384928032,1.886180902,-2.308782645,1,12.79543119,13.78479944,19.1801801801802
"739","Pygoscelis adeliae","Adelie Penguin",1974,"Spheniscidae","Sphenisciformes","AVIBASE-4A947BE7",5,3,2,0,4,59.7,24.2,12.9,17.2,32.5,94.5,7.2,89.5,7.4,139,4847.7,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aquatic",-78.19,-54.4,-70.24,99.28,148210.8,22697758,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1.09002215,3.984460574,-0.264348845,-1.227670305,2,12.83202211,13.84789645,29.2387387387387
"740","Gyps coprotheres","Cape Vulture",3015,"Accipitridae","Accipitriformes","AVIBASE-F85BEEB4",5,1,0,4,4,81.2,53.6,24.9,36.5,104.2,687.2,252.2,421.2,37.5,269.4,8177,"Dunning",NA,"NO",NA,NA,0,3,1,"Scavenger","Scavenger","Terrestrial",-34.81,-20.54,-27.31,27.73,671208.3,22695225,3,1,0,1,0,1,1,1,1,1,0,0,1,0,2.60046609,4.507281543,2.168130127,-2.308782645,1,12.865244,13.90518394,16.8378378378378
"741","Aquila nipalensis","Steppe Eagle",3046,"Accipitridae","Accipitriformes","AVIBASE-A635F565",5,2,3,0,4,54.1,32.4,17.7,25.2,95.1,559.6,225.2,332,40.5,271.4,2714.3,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Vertivore","Aerial",31.2,53.52,43.73,85.14,6933240.92,22696038,4,1,1,0,0,1,1,1,1,1,1,0,0,0,4.93546922,3.404490301,1.644451509,-1.227670305,2,12.90364843,13.97140815,26.1396396396396
"742","Spheniscus magellanicus","Magellanic Penguin",1986,"Spheniscidae","Sphenisciformes","AVIBASE-3B4B29E0",5,0,0,5,4,60.2,27.7,10.2,23.4,35.5,109.6,4.1,105.1,3.8,23.4,4105.1,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aquatic",-56.72,-33.67,-49.07,-69.55,940638.86,22697822,1,0,1,1,1,0,0,1,1,1,1,0,1,0,2.93794585,3.818186311,-0.202377473,-1.227670305,2,12.91304048,13.9876037,17.009009009009
"743","Ara militaris","Military Macaw",4271,"Psittacidae","Psittaciformes","AVIBASE-50C9E950",7,2,3,2,3,56.6,49.3,27.2,57.2,28.8,366.7,151.2,216.8,41.1,366.1,1134,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Frugivore","Insessorial",-23.73,29.54,-3.31,-74.31,281783.13,22685548,3,1,1,1,1,1,1,1,0,1,0,0,0,0,1.7325243,2.531707413,0.852777485,-0.470891666,2.7,12.92212445,14.00326801,23.509009009009
"744","Uria lomvia","Thick-billed Murre",2708,"Alcidae","Charadriiformes","AVIBASE-B70B5840",5,2,3,0,4,49.3,27.3,8.6,14.3,33.2,206.8,106.8,99.2,51.9,44.4,964,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aquatic",45.73,81.71,67.57,13.09,2199476.8,22694847,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.78736136,2.369292224,0.196537587,-2.308782645,1,12.9330039,14.02202842,4.30630630630631
"745","Morus serrator","Australasian Gannet",2280,"Sulidae","Suliformes","AVIBASE-13610344",6,1,2,3,4,88.3,87,22.6,29.4,54.1,461,279.5,174.2,61.6,200.5,2350,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-46.68,-23.48,-39.73,152.63,10238.62,22696675,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.582446586,3.260371536,1.239790759,-2.308782645,1,12.93457606,14.02473944,5.30630630630631
"746","Aptenodytes patagonicus","King Penguin",1971,"Spheniscidae","Sphenisciformes","AVIBASE-827A77C7",5,2,3,0,4,105.6,65.7,11,17.8,52.2,167.2,6.2,161.1,3.7,63.8,11731.1,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aquatic",-54.89,-45.97,-51.39,-14.56,24905.39,22697748,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.69352919,4.868199643,0.034016637,-2.308782645,1,12.94622323,14.0448237,32.027027027027
"747","Leptoptilos dubius","Greater Adjutant",2137,"Ciconiidae","Ciconiiformes","AVIBASE-81E1FC1C",5,0,1,4,4,294.2,236,51.5,80.4,312.8,761.4,328.8,426.8,43.5,305,9050,"Updated_literature","Dunning (2021)","NO",NA,NA,0,3,2,"Carnivore","Omnivore","Terrestrial",11.72,28.33,24.09,95.13,96821.9,22697721,4,1,1,1,0,0,0,1,0,1,1,0,0,0,0.66425978,4.608720966,2.472651705,0.123720121,3.25,12.95800257,14.06513587,10.5045045045045
"748","Gyps himalayensis","Himalayan Griffon",3010,"Accipitridae","Accipitriformes","AVIBASE-9BB5551E",4,1,1,2,4,82.5,55.2,23.5,34,115.6,759.8,269.5,490.2,35.5,339,9798,"Dunning",NA,"NO",NA,NA,0,3,1,"Scavenger","Scavenger","Terrestrial",24.19,48.88,34.8,88.99,3859146.13,22695215,2,0,0,0,0,1,1,1,0,1,1,0,0,1,4.3495878,4.688134491,2.466085202,-2.308782645,1,13.21179328,14.50277,11.8243243243243
"749","Pelecanus crispus","Dalmatian Pelican",2264,"Pelecanidae","Pelecaniformes","AVIBASE-7C6D8BA2",5,2,3,0,4,414,377,50.6,48.5,115.2,687,297.5,390.2,43.3,197.9,9512.1,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aquatic",30,57.39,49,72.79,3326029.46,22697599,2,0,1,1,0,1,1,1,1,1,1,0,0,0,4.20092109,4.65852088,2.167309314,-0.416836049,2.75,13.23602572,14.54455617,6.28828828828829
"750","Haematopus ostralegus","Eurasian Oystercatcher",2345,"Haematopodidae","Charadriiformes","AVIBASE-ED663165",21,9,12,0,4,76.1,59.1,7.5,11.8,49.9,250.3,129.5,123.2,51.2,106,526,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Aquatic predator","Terrestrial",34.19,71.19,52.94,67.16,9505624.97,22693613,2,0,1,1,1,1,0,1,1,1,1,0,1,0,5.25102557,1.763502142,0.375064389,-0.254669198,2.9,13.28090214,14.62194061,7.29279279279279
"751","Amazona vittata","Puerto Rican Amazon",4172,"Psittacidae","Psittaciformes","AVIBASE-E4507DF6",4,0,1,3,4,33.7,27,15.9,27.6,21.7,182.2,60.9,121.3,33.4,96.8,279.3,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Omnivore","Insessorial",18.23,18.37,18.29,-65.93,177.43,22686239,5,1,1,1,0,0,0,1,0,0,0,0,1,0,-5.637792545,1.130487402,0.095577603,-0.254669198,2.9,13.29766307,14.65084299,31.4954954954955
"752","Pterodroma hypoleuca","Bonin Petrel",2061,"Procellariidae","Procellariiformes","AVIBASE-C69447E2",4,1,1,2,3,24.6,19,6.6,7.8,27.4,228,143.5,84.5,63,104.5,176,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",11.71,56.22,26.91,69.24,18787814.69,22697967,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5.93235035,0.668684924,0.283543752,-2.308782645,1,13.31000503,14.67212534,1.95945945945946
"753","Grus americana","Whooping Crane",1912,"Gruidae","Gruiformes","AVIBASE-B87D744D",4,0,1,3,4,148.8,77.1,13.1,22,288.8,605.8,258.8,347,42.7,208.8,5826,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Omnivore","Terrestrial",27.41,60.56,53.37,-107.66,6122.49,22692156,4,1,1,1,0,0,1,1,1,0,1,0,1,0,-2.096644554,4.168286867,1.834059284,-1.227670305,2,13.3237574,14.69583979,22.6981981981982
"754","Amazona farinosa","Southern Mealy Amazon",4191,"Psittacidae","Psittaciformes","AVIBASE-77721E6B",11,4,5,2,6,42.3,35.6,20.5,35.4,26.6,244.9,68.7,177.2,27.9,135,626,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Omnivore","Insessorial",-25.28,12.46,-3.6,-63.4,6793599.57,45430572,2,0,1,0,0,0,1,1,0,0,0,0,0,0,4.91512278,1.9375513,0.352902441,-0.146557964,3,13.33676293,14.71826639,1.83783783783784
"755","Cacatua tenuirostris","Long-billed Corella",4090,"Cacatuidae","Psittaciformes","AVIBASE-F2A2FB6A",5,0,0,5,4,48.9,44.2,17.2,35.2,23.9,268,117.5,152.2,43.6,119.8,566.6,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Granivore","Terrestrial",-39,-31.73,-35.63,143.99,381524.01,22684820,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.03556035,1.837854516,0.447706329,-0.470891666,2.7,13.43931395,14.89510433,3.66666666666667
"756","Torgos tracheliotos","Lappet-faced Vulture",3019,"Accipitridae","Accipitriformes","AVIBASE-672EA454",5,2,3,0,4,89.1,64,30.4,45.5,138.4,711.4,276.8,434.5,39.1,339.2,6969,"Dunning",NA,"NO",NA,NA,0,3,2,"Scavenger","Scavenger","Terrestrial",-30.62,29.99,2.61,26.93,8489832.71,22695238,4,1,1,0,1,0,1,1,1,1,1,0,0,1,5.13801114,4.34742795,2.267448485,-2.308782645,1,13.49638694,14.99352042,7.90990990990991
"757","Puffinus yelkouan","Yelkouan Shearwater",2118,"Procellariidae","Procellariiformes","AVIBASE-FD97EC1E",4,2,2,0,4,42.4,27.8,6.1,8,45.3,228.8,138.5,90.2,60.6,67.2,497,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",30.27,47.29,38.15,19.49,2989515.98,22698230,3,1,0,1,1,1,0,1,0,0,1,0,0,0,4.09425334,1.706790955,0.286827004,-2.308782645,1,13.62998182,15.22389007,7.7027027027027
"758","Bugeranus carunculatus","Wattled Crane",1908,"Gruidae","Gruiformes","AVIBASE-38963CAC",5,2,2,1,4,169.2,87.1,14.4,24.6,318,624.2,248.2,376,39.8,234.8,8159,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Terrestrial",-32.36,11.74,-13.53,26.6,2289042.19,22692129,3,1,1,1,0,1,1,1,1,1,1,0,1,0,3.82727532,4.50507782,1.909574069,NA,NA,13.63577331,15.23387686,9.77927927927928
"759","Calonectris diomedea","Scopoli's Shearwater",2102,"Procellariidae","Procellariiformes","AVIBASE-CA4D268D",4,2,2,0,4,52.4,40.5,10.7,14,51.5,344.2,220.8,123.5,64.1,114.2,535,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Generalist",-37.79,52.22,6.57,-18.16,46036415.89,45061132,1,0,0,1,1,0,0,1,0,0,1,0,0,0,6.82857458,1.780467676,0.760436036,-2.308782645,1,13.74119658,15.41566768,1.41891891891892
"760","Puffinus mauretanicus","Balearic Shearwater",2119,"Procellariidae","Procellariiformes","AVIBASE-42F573C7",4,2,2,0,4,45.1,30,7.7,9.2,45.6,242.2,140.7,101.6,58.1,70,497,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",30.27,64.09,47.1,1.49,3816160.57,22728432,5,1,0,1,1,0,0,1,1,0,1,0,0,0,4.33838668,1.706790955,0.341821467,-2.308782645,1,13.96291457,15.79799593,9.15315315315315
"761","Larus argentatus","European Herring Gull",2629,"Laridae","Charadriiformes","AVIBASE-F002188E",6,2,4,0,2,74,24.5,8.9,19.6,63.2,430.8,230.3,200.5,53.4,170.2,1091,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Generalist",44.17,71.19,62.73,23.88,1540126.95,62030608,1,0,0,1,0,1,0,1,0,0,1,0,1,0,3.4310067,2.493050915,1.115848014,-0.362780432,2.8,14.07477897,15.99089376,9.07657657657658
"762","Buceros bicornis","Great Hornbill",3296,"Bucerotidae","Bucerotiformes","AVIBASE-A9D587B9",6,2,4,0,4,355.5,271,56.9,64.7,74.5,509.4,133.7,385.8,25.7,421.4,2790.8,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Frugivore","Insessorial",-5.95,30.08,15.78,98.02,2951578.25,22682453,3,1,1,0,1,0,0,1,0,0,0,0,0,0,4.08148188,3.432284501,1.438427476,-1.227670305,2,14.15390938,16.12734544,9.93243243243243
"763","Procellaria parkinsoni","Black Petrel",2093,"Procellariidae","Procellariiformes","AVIBASE-DB67DB1F",2,0,0,2,1,51,32.3,12.2,15,55.3,363,202,143,58.6,80,702.2,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aquatic",-47.79,22.53,-13.43,-83.98,39453265.54,22698150,3,1,0,1,0,0,0,1,0,0,0,0,1,0,6.67425867,2.052419193,0.837592447,-2.308782645,1,14.18525181,16.18139201,11.2297297297297
