"","species","English.name","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","wing.lcentr","clutchcentr","clutch.size","gen.length","genlcentr","hits"
"2824","Afrotis afra","Southern Black Bustard",1938,"Otididae","Otidiformes","AVIBASE-C84BD649",5,2,3,0,4,35.6,18.9,8.7,8.4,88.5,290.8,107.7,178.3,37.7,126.6,690,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Terrestrial",-34.84,-29.96,-32.86,20.86,173167.3,22691975,3,1,1,1,0,0,0,0,1,0,0,0,1,0,1.24564475,2.034892527,0.541278997,-1.876337709,1.4,7.701564361,5.000987179,0
"2825","Cepphus columba","Pigeon Guillemot",2698,"Alcidae","Charadriiformes","AVIBASE-2F5DF476",5,3,2,0,4,36.5,22.4,6.1,9.9,32,173.4,69.2,103.5,40.1,46.4,530,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aquatic",34.29,69.21,55.77,-72.97,1700815.29,22694864,1,0,0,1,0,0,0,1,0,0,1,0,1,0,3.53024957,1.771077936,0.059461836,-1.227670305,2,7.710186337,5.015854827,11.65765766
"2826","Sternula balaenarum","Damara Tern",2649,"Laridae","Charadriiformes","AVIBASE-9F9A13D8",5,2,3,0,4,32.7,22.1,3.1,5.5,13.7,169.4,117.5,51.2,69.6,67,60,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-35.24,-16.2,-27.73,17.13,404545.26,22694699,1,0,0,1,1,1,0,1,1,0,0,0,1,0,2.09415019,-0.407454509,0.043045578,-2.308782645,1,7.718373278,5.029972305,0
"2827","Polysticta stelleri","Steller's Eider",424,"Anatidae","Anseriformes","AVIBASE-BA07D016",8,4,4,0,4,39.3,25,14.4,14.5,33.9,203.6,99.8,103.4,49.1,79,806.8,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aquatic",58.39,77.73,70.64,58.58,2209280.29,22680415,3,1,0,1,0,1,1,1,0,0,1,0,1,0,3.79180865,2.191276735,0.183404581,4.177891398,7,7.71950274,5.031919937,0
"2828","Theristicus branickii","Andean Ibis",2181,"Threskiornithidae","Pelecaniformes","AVIBASE-B7BFD1E9",4,2,2,0,4,130.5,95.2,12.9,15.2,69.8,395.5,133.9,261.6,33.9,191.5,1492,"Updated_literature","Sanft (1970)","NO",NA,NA,1,3,2,"Carnivore","Omnivore","Terrestrial",-18.67,-0.01,-14.49,-70.72,305055,22697444,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1.81187866,2.80607371,0.97097454,-0.795225368,2.4,7.730025406,5.050065116,0
"2829","Leucocarbo magellanicus","Rock Shag",2293,"Phalacrocoracidae","Suliformes","AVIBASE-1EA575E0",5,2,3,0,4,51.5,38.4,7.7,10.4,54.5,250.4,85.3,163.7,34.3,132.4,1483.4,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Aquatic predator","Aquatic",-57.17,-43.17,-52.17,-69.27,467962.27,22696883,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2.23977424,2.800292958,0.375474795,NA,NA,7.743955179,5.074085475,17.77477477
"2830","Mitu tomentosum","Crestless Curassow",134,"Cracidae","Galliformes","AVIBASE-5C20314D",4,2,1,1,4,51.4,28,13.1,27.3,107,364.5,30.9,333.6,8.5,319.5,2187.6,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Terrestrial",-3.31,7.92,2.65,-66.51,1247837.5,22678464,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3.2205539,3.18876126,0.843748544,-1.227670305,2,7.745162076,5.076166636,0
"2831","Mitu tuberosum","Razor-billed Curassow",136,"Cracidae","Galliformes","AVIBASE-303C9D79",8,2,4,2,4,59.7,35.8,16.4,42.7,109.6,385.4,39.1,346.4,10.2,329.5,2769.5,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Terrestrial",-18.43,-0.81,-8.36,-62,3902756.34,22678478,2,0,1,0,0,0,1,1,0,1,0,0,0,0,4.36082491,3.424623006,0.92952349,-0.146557964,3,7.763783055,5.108276463,0
"2832","Rhabdotorrhinus waldeni","Rufous-headed Hornbill",3313,"Bucerotidae","Bucerotiformes","AVIBASE-522A2DFD",6,2,4,0,4,141.5,115.1,35.2,67.7,58.5,331,68.7,271.6,20.2,265,1086,"Inferred",NA,"YES","Body Mass","Rhabdotorrhinus leucocephalus",0,1,1,"Herbivore","Frugivore","Insessorial",9.31,11.94,11.19,122.43,11113.86,22682517,5,1,1,0,0,0,0,1,0,0,0,0,1,0,-1.500420453,2.488457429,0.706262386,NA,NA,7.779096793,5.134683318,5
"2833","Stercorarius longicaudus","Long-tailed Jaeger",2678,"Stercorariidae","Charadriiformes","AVIBASE-1D446440",10,5,5,0,4,32.9,11.2,5.4,9.2,40.7,301.7,181.4,120.2,60.2,245.5,287.9,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",50.63,83.11,69.42,-33.46,6233403.78,22694251,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.82906438,1.160814127,0.586013299,-1.227670305,2,7.780979306,5.137929504,5.941441441
"2834","Crax daubentoni","Yellow-knobbed Curassow",128,"Cracidae","Galliformes","AVIBASE-0A74C21D",5,3,1,1,3,51.5,25.4,12.3,20.3,99.3,381.2,23.9,350.6,6.4,340.5,2499.9,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Generalist",6.6,12.2,9.01,-68.04,403077.45,22678530,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2.0905153,3.322206939,0.912286419,-1.227670305,2,7.786905014,5.148147735,0
"2835","Pseudibis davisoni","White-shouldered Ibis",2169,"Threskiornithidae","Pelecaniformes","AVIBASE-9FDF4A2E",5,2,3,0,4,170.8,129.8,12.1,20,85,406.8,152.2,251,37.8,199.6,1588,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Aquatic predator","Terrestrial",-3.62,14.88,6.75,110.45,48226.23,22697531,5,1,1,0,1,0,0,1,1,1,0,0,1,0,-0.03271037,2.868431571,1.017350468,-0.146557964,3,7.798213883,5.167648634,1.657657658
"2836","Crax fasciolata","Bare-faced Curassow",130,"Cracidae","Galliformes","AVIBASE-CFC11273",10,8,2,0,4,48.2,21.6,11.9,21.6,100.5,354.9,32.5,332,8.9,346.2,2600,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Terrestrial",-28.32,-1.93,-15.72,-53.87,3404818.89,45092100,3,1,1,0,0,1,0,1,0,0,0,0,0,0,4.2243336,3.361467653,0.804349525,-1.227670305,2,7.841890709,5.242964509,0
"2837","Poikilocarbo gaimardi","Red-legged Cormorant",2292,"Phalacrocoracidae","Suliformes","AVIBASE-1636D621",4,2,2,0,4,65.5,47.8,9,12.5,54.6,246.5,73.8,172.7,30,93.2,1358.3,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Aquatic predator","Aquatic",-50.56,-5.79,-31.79,-72.58,529277.9,22696898,2,0,0,1,0,0,0,1,0,0,0,0,1,0,2.36290019,2.712190126,0.359468944,NA,NA,7.845365774,5.248956876,0
"2838","Psittacula caniceps","Nicobar Parakeet",4478,"Psittacidae","Psittaciformes","AVIBASE-3BC383B0",5,2,3,0,4,34.9,28.8,16.4,26.2,21,212,92.3,121.7,43.1,331.4,224,"EltonTraits_Model",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Insessorial",6.75,7.44,7.06,93.79,1111.02,22685508,2,0,1,0,1,0,0,1,0,0,0,1,1,0,-3.803334919,0.909846981,0.217878722,NA,NA,7.854839578,5.265293407,0
"2839","Nisaetus pinskeri","South Philippine Hawk-eagle",3031,"Accipitridae","Accipitriformes","AVIBASE-573C98D5",1,0,1,0,1,43.2,24.6,12.9,20.9,89.7,349,73.1,276,20.9,248,1168,"DataFromSplit",NA,"NO",NA,NA,0,1,1,"Carnivore","Vertivore","Insessorial",5.56,12.59,8.54,124.62,132366.04,22734083,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0.97695768,2.561249092,0.780135545,NA,NA,7.856267616,5.267755901,0
"2840","Sericulus bakeri","Fire-maned Bowerbird",5923,"Ptilonorhynchidae","Passeriformes","AVIBASE-A188556A",4,2,2,0,4,29.1,16,8,9.2,41.5,135.5,18,117.5,13.3,89.1,176.5,"Dunning",NA,"NO",NA,NA,0,1,1,"Omnivore","Frugivore","Insessorial",-5.07,-4.6,-4.8,145.37,564.15,22703671,2,0,1,0,0,0,0,1,0,0,0,0,1,0,-4.481048536,0.671521805,-0.096082205,NA,NA,7.859954856,5.274114141,0
"2841","Sterna aurantia","River Tern",2659,"Laridae","Charadriiformes","AVIBASE-A874F334",5,2,2,1,4,43.5,28,5.6,10.4,20.3,262.2,166.8,97.8,63,168.2,209,"Inferred",NA,"YES","Body Mass","Thalasseus bengalensis",0,3,2,"Carnivore","Aquatic predator","Aerial",8.07,35.62,22.13,85.35,5428999.73,22694537,3,1,1,1,1,1,1,1,1,1,0,0,1,0,4.69089675,0.840535181,0.423902755,-0.146557964,3,7.860724675,5.275441609,30.44594595
"2842","Phalacrocorax neglectus","Bank Cormorant",2315,"Phalacrocoracidae","Suliformes","AVIBASE-37D2AC51",4,2,2,0,4,67.4,47.8,8.3,12.8,60.6,261.2,90.8,170.5,34.8,111.2,1944.2,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Aquatic predator","Aquatic",-35.2,-22.43,-30.12,17.13,89535.8,22696766,4,1,0,1,1,1,0,1,1,0,1,0,1,0,0.58602511,3.070806789,0.419798691,-1.043881207,2.17,7.862541059,5.278573763,8.842342342
"2843","Eudyptula minor","Little Penguin",1984,"Spheniscidae","Sphenisciformes","AVIBASE-151738D5",7,0,0,7,4,47.5,23.6,6.9,13.7,22.1,67.2,3.8,63.5,5.6,27,1107.8,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aquatic",-47.47,-30.49,-40.8,162.19,365250.03,22697805,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1.9919687,2.508332275,-0.376389804,-1.227670305,2,7.87102974,5.293211558,45.45945946
"2844","Nestor notabilis","Kea",4077,"Strigopidae","Psittaciformes","AVIBASE-D2E2AE57",4,0,2,2,4,59,46.2,15.9,28.7,45.1,308.5,106.3,202.2,34.5,168.5,863,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Omnivore","Insessorial",-46.26,-40.78,-43.37,170.31,63273.75,22684831,4,1,1,1,0,0,1,1,1,0,0,0,1,1,0.23885712,2.25861562,0.613920937,-0.416836049,2.75,7.876239563,5.302195324,26.82882883
"2845","Sterna hirundinacea","South American Tern",2663,"Laridae","Charadriiformes","AVIBASE-ECAE1DA1",5,2,3,0,4,49.9,29.8,4.4,8.7,21.5,296.6,202.8,93.2,68.4,171.6,188,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",-56.59,-15.19,-41.04,-64.88,1375360.34,22694618,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.31785761,0.734642892,0.565082571,-0.903336602,2.3,7.880542938,5.30961602,0
"2846","Circus macrosceles","Madagascar Marsh-harrier",3074,"Accipitridae","Accipitriformes","AVIBASE-C194112D",8,3,5,0,7,37.4,20.8,11.6,16.1,92.2,420.9,201.7,220.8,47.8,242.7,663.6,"Dunning",NA,"NO",NA,NA,0,3,1,"Carnivore","Vertivore","Aerial",-24.47,-11.36,-19.14,46.18,412352.02,22695368,4,1,1,0,0,0,0,1,1,1,0,0,0,0,2.11326397,1.995880487,1.075217776,0.934554376,4,7.893148223,5.331352446,0
"2847","Pagophila eburnea","Ivory Gull",2593,"Laridae","Charadriiformes","AVIBASE-FED91A1F",5,2,2,1,4,45.1,16.5,6.6,11.6,38.7,333.4,201.8,129.2,61,137,550,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",50.73,84.11,74.49,-22.41,17367390.8,22694473,2,0,0,0,0,1,0,1,0,0,1,0,1,0,5.8537362,1.808119207,0.716112141,-1.49794839,1.75,7.899539498,5.342373496,8.018018018
"2848","Spilornis kinabaluensis","Kinabalu Serpent-eagle",2995,"Accipitridae","Accipitriformes","AVIBASE-2FDECDDE",2,0,2,0,2,34.6,24,13.4,16.8,72.6,368.5,107,261.5,29,227.5,597.7,"Inferred",NA,"YES","Body Mass","Spilornis cheela",0,1,1,"Carnivore","Vertivore","Insessorial",2.87,6.49,4.55,115.9,36584.1,22695306,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-0.30899971,1.891289885,0.860164801,-2.308782645,1,7.900588951,5.344183162,0
"2849","Cepphus carbo","Spectacled Guillemot",2699,"Alcidae","Charadriiformes","AVIBASE-90680520",4,2,2,0,4,47.8,28.4,6.4,11,35.5,192.2,81,111.3,42.1,52.8,490,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aquatic",37.34,63.17,48.53,144.42,1737267.71,22694867,1,0,0,1,0,0,0,1,1,0,0,0,0,0,3.55145545,1.69260632,0.136618247,-1.227670305,2,7.910281187,5.360896355,0
"2850","Numenius tahitiensis","Bristle-thighed Curlew",2447,"Scolopacidae","Charadriiformes","AVIBASE-2507326E",4,2,2,0,4,96.7,76.1,6,7.6,58.3,244.5,131.3,113.2,53.6,92.8,400.1,"Dunning",NA,"NO",NA,NA,0,3,3,"Omnivore","Omnivore","Terrestrial",61.62,65.93,63.57,-162.58,45601.61,22693182,2,0,1,1,0,1,0,1,0,0,1,0,1,0,-0.08867041,1.489915445,0.351260815,0.934554376,4,7.916148687,5.371014212,0
"2851","Poicephalus fuscicollis","Brown-necked Parrot",4106,"Psittacidae","Psittaciformes","AVIBASE-0EB10DB3",4,1,3,0,4,48.4,39.9,23.8,42.4,21.9,206.2,86.5,119.8,41.9,87,324,"Updated_literature","Dunning (2021)","NO",NA,NA,0,1,1,"Herbivore","Omnivore","Insessorial",-25.28,14.06,-9.56,24.33,3503776.69,22732670,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.25298329,1.278944445,0.194075148,-0.146557964,3,7.928261854,5.391902035,0
"2852","Pavo muticus","Green Peafowl",218,"Phasianidae","Galliformes","AVIBASE-990B9171",5,2,3,0,4,45.8,20.6,13.8,12,150,465.8,101.7,358.6,22,500.8,2205.7,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Invertivore","Terrestrial",-8.78,26.06,16.26,100.99,1114252.33,22679440,4,1,1,0,1,0,0,1,1,0,0,0,0,0,3.10732547,3.197001127,1.259490268,1.745388632,4.75,7.936147097,5.405499268,0
"2853","Psittrichas fulgidus","Pesquet's Parrot",4295,"Psittacidae","Psittaciformes","AVIBASE-110E01EA",5,2,3,0,4,42.1,35.8,15.3,25.3,27.4,283.6,90.5,190.2,32.2,165,865,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Insessorial",-10.55,-1.21,-5.58,142.61,275735.64,22685025,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1.71082915,2.260930436,0.511729733,NA,NA,7.936644383,5.406356783,1.427927928
"2854","Thaumatibis gigantea","Giant Ibis",2170,"Threskiornithidae","Pelecaniformes","AVIBASE-F12CC061",4,1,2,1,4,218.5,182.8,19.8,28.3,111.5,532.8,184,348.8,34.5,229.8,3515,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Aquatic predator","Terrestrial",11.04,14.71,13.71,106.1,50313.06,22697536,5,1,1,1,1,0,1,1,1,1,0,0,0,0,0.00965125,3.662995733,1.534462583,NA,NA,7.944600167,5.420075656,32.52252252
"2855","Circaetus cinereus","Brown Snake-eagle",3004,"Accipitridae","Accipitriformes","AVIBASE-6904D83F",5,2,3,0,4,54.7,40.6,15.8,28.6,94.3,517.8,222,295.2,42.9,254,2048,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Vertivore","Insessorial",-30.93,18.54,-3.63,22.83,11541044.04,22695271,1,0,1,0,0,0,0,1,0,1,1,0,0,0,5.44505158,3.122819915,1.472901617,-2.308782645,1,7.956676399,5.440899788,0
"2856","Crax alector","Black Curassow",129,"Cracidae","Galliformes","AVIBASE-16A1A2B1",5,0,5,0,4,56.7,24.9,13.7,23.1,113.5,395,20.3,366.2,5.3,359.8,2872,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Frugivore","Terrestrial",-3.1,10.04,2.77,-61.43,2099461.66,22678534,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3.74082281,3.460964859,0.968922508,-1.227670305,2,7.9814964,5.483699146,0
"2857","Larus fuliginosus","Lava Gull",2610,"Laridae","Charadriiformes","AVIBASE-D97BE642",5,2,3,0,4,48.5,19.8,6.9,13.2,51.2,341,185.5,156.2,54.3,139,380,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Aerial",-1.41,0.65,-0.57,-90.9,2591.47,22694452,3,1,0,1,0,0,0,1,0,0,0,0,0,0,-2.956388149,1.438372182,0.74730303,NA,NA,7.981653575,5.483970176,4.279279279
"2858","Tachyeres leucocephalus","White-headed Steamerduck",495,"Anatidae","Anseriformes","AVIBASE-63180090",1,0,1,0,1,61.5,36.6,27.4,22.5,63,275,108,167,39.3,165,3013,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aquatic",-48.83,-41.92,-45.35,-65.77,49163.72,22680038,3,1,0,1,0,1,0,1,1,0,1,0,0,0,-0.01345748,3.508892468,0.476434779,1.590429692,4.606667125,7.998419243,5.512880724,0
"2859","Larus relictus","Relict Gull",2612,"Laridae","Charadriiformes","AVIBASE-166CE0D7",8,4,4,0,8,47.5,17.6,6.4,11.2,54.7,335.2,164,171.2,48.9,128.8,490.2,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",40.08,50.69,47.08,99.19,1411880.5,22694447,3,1,1,1,1,0,1,0,1,0,1,0,1,0,3.34406435,1.6930144,0.723499457,NA,NA,8.001650828,5.518453237,0
"2860","Anser canagicus","Emperor Goose",410,"Anatidae","Anseriformes","AVIBASE-1E6F0F8D",5,2,3,0,4,42.3,23.2,20,17.5,64.9,374,181,185.5,49.4,108,2136.5,"Dunning",NA,"NO",NA,NA,0,3,3,"Herbivore","Omnivore","Terrestrial",59.8,69.25,65.46,8.27,186745.48,22679919,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1.32113319,3.165125184,0.882737155,NA,NA,8.008237927,5.529811963,0
"2861","Circaetus pectoralis","Black-chested Snake-eagle",3003,"Accipitridae","Accipitriformes","AVIBASE-BF553D32",5,2,3,0,4,46.7,33.8,14.6,23.1,83.8,527.8,229,303.5,43,259.4,1500,"Dunning",NA,"NO",NA,NA,0,2,1,"Carnivore","Vertivore","Generalist",-31.71,15.86,-10.32,28.83,9328714.6,22734223,1,0,0,0,0,0,1,1,0,0,0,0,0,1,5.23223908,2.811421316,1.513942261,-2.308782645,1,8.015055432,5.541568,0
"2862","Thalasseus bernsteini","Chinese Crested Tern",2673,"Laridae","Charadriiformes","AVIBASE-FCEF84DC",7,1,5,1,7,59.9,41.7,7.1,11.7,29.8,319.1,213.9,105.3,67,160.7,284,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",23.62,35.24,31.3,123.34,57.88,22694585,5,1,0,1,1,0,0,1,1,0,1,0,1,0,-6.757996808,1.147175167,0.65742402,NA,NA,8.027036678,5.562228339,2.567567568
"2863","Circaetus beaudouini","Beaudouin's Snake-eagle",3002,"Accipitridae","Accipitriformes","AVIBASE-F4E78AFA",5,4,1,0,4,45.6,33.5,15.1,22.7,79.3,501.8,216.8,280.5,43.5,259.6,1500,"Inferred",NA,"YES","Body Mass","Circaetus pectoralis",0,2,1,"Carnivore","Vertivore","Insessorial",5.44,20.86,11.2,6.2,3453409.14,22732272,3,1,1,0,1,0,0,1,0,0,1,0,0,0,4.23850375,2.811421316,1.407236586,-2.308782645,1,8.045677651,5.594372643,0
"2864","Lophophorus lhuysii","Chinese Monal",314,"Phasianidae","Galliformes","AVIBASE-583D3E97",5,0,5,0,2,60,41.7,21.1,16.3,76.4,336.6,87.8,245.7,26.3,291,3008,"Dunning",NA,"NO",NA,NA,0,2,1,"Herbivore","Herbivore terrestrial","Terrestrial",29.81,34.15,32.05,101.2,175682.11,22679192,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1.26006274,3.507231614,0.729245147,0.826443142,3.9,8.071342832,5.638629421,0
"2865","Sternula nereis","Fairy Tern",2648,"Laridae","Charadriiformes","AVIBASE-67D8B0BA",5,3,1,1,4,35.3,23.5,3.5,6.5,15.1,178.2,126,54,70,80.6,72.3,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-43.25,-19.38,-30.98,152.78,250434.51,22694691,3,1,0,1,1,0,0,0,1,1,0,0,1,0,1.61458402,-0.220974942,0.079161345,-1.476326143,1.77,8.097604208,5.683914271,17.27477477
"2866","Bubo scandiacus","Snowy Owl",2925,"Strigidae","Strigiformes","AVIBASE-5B23B360",5,3,2,0,4,44.3,22.2,14.9,22.1,62.2,418.8,172,246.8,41.1,215,2028.8,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Vertivore","Insessorial",52.33,83.63,71.95,-28.4,5773405.49,22689055,3,1,0,0,1,0,1,1,0,0,1,0,1,0,4.75240396,3.113400693,1.066599241,3.096779057,6,8.099700474,5.687529051,36.04504505
"2867","Buteo ventralis","Rufous-tailed Hawk",3197,"Accipitridae","Accipitriformes","AVIBASE-40692C15",2,1,1,0,2,37.2,23.2,13,19,76.8,359,118.4,240.6,33,221.5,1190.5,"Dunning",NA,"NO",NA,NA,0,1,2,"Carnivore","Vertivore","Insessorial",-55.92,-35.01,-47.95,-71.73,536992.07,22695936,3,1,1,0,0,0,0,1,0,0,0,0,0,0,2.3773699,2.580329595,0.821176189,-1.227670305,2,8.117527884,5.718270456,0
"2868","Larus hemprichii","Sooty Gull",2614,"Laridae","Charadriiformes","AVIBASE-67D43542",6,3,2,1,4,55.7,21.8,6.5,12.9,50.7,340.8,197.5,139.5,58.6,122.7,451.7,"Dunning",NA,"NO",NA,NA,0,3,1,"Omnivore","Omnivore","Terrestrial",-6.48,28.12,18.3,47.63,157820.35,22694303,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1.15284393,1.611219172,0.746482217,-0.773603122,2.42,8.127301439,5.735123875,6.324324324
"2869","Hydrobates monorhis","Swinhoe's Storm-petrel",2010,"Hydrobatidae","Procellariiformes","AVIBASE-80DE8670",5,1,3,1,4,16.5,9.5,3,4.5,23.2,152.6,89.2,63.8,58.4,71.6,39.8,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",-9.43,46.05,13.58,95.46,19566410.48,22698520,2,0,0,1,1,1,0,0,0,0,1,0,0,0,5.97295619,-0.817932159,-0.025902704,NA,NA,8.136234102,5.750527268,0
"2870","Morphnus guianensis","Crested Eagle",3022,"Accipitridae","Accipitriformes","AVIBASE-E19434C9",6,2,1,3,2,48.4,30.3,14.6,22.8,85.3,464.8,107.1,358.6,23,372.8,1750,"Dunning",NA,"NO",NA,NA,0,1,1,"Carnivore","Vertivore","Generalist",-29.71,17.82,-7.66,-57.64,11702782.03,22695991,2,0,0,1,0,0,0,1,0,0,0,0,0,0,5.45896844,2.965571996,1.255386203,-1.227670305,2,8.143975579,5.763876593,27.43693694
"2871","Anseranas semipalmata","Magpie Goose",375,"Anseranatidae","Anseriformes","AVIBASE-89D5434B",7,3,3,1,4,85.6,42.4,22.8,20.4,87,405.6,144,269,34.9,148.1,2393.4,"Dunning",NA,"NO",NA,NA,0,3,2,"Herbivore","Omnivore","Terrestrial",-38.9,-10.62,-20.53,137.43,223353.42,22679732,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.50014193,3.278671157,1.012425591,5.259003738,8,8.144257987,5.764363574,0
"2872","Eudyptes moseleyi","Northern Rockhopper Penguin",1978,"Spheniscidae","Sphenisciformes","AVIBASE-8722DFC2",5,2,3,0,4,53.4,30.4,14,20.4,34.8,102.2,5.7,96.6,5.5,62.4,2327.9,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aquatic",-40.37,-37.06,-38.2,11.18,248.71,22734408,4,1,0,1,0,0,0,1,0,0,1,0,1,0,-5.300081151,3.250922782,-0.23274755,-1.227670305,2,8.148985059,5.772514889,15.55405405
"2873","Tinamus osgoodi","Black Tinamou",11,"Tinamidae","Struthioniformes","AVIBASE-63C5F122",4,1,3,0,1,45.6,12.9,7.1,7.9,70.6,232,40.5,191.6,17.4,69.7,1285,"Dunning",NA,"NO",NA,NA,0,1,1,"Herbivore","Omnivore","Terrestrial",-13.91,7.15,-11.05,-72.42,28701.74,22678145,3,1,1,0,0,1,0,1,0,0,0,0,0,0,-0.55165568,2.656714926,0.29996001,-1.227670305,2,8.159437279,5.790538591,0
"2874","Sterna striata","White-fronted Tern",2661,"Laridae","Charadriiformes","AVIBASE-E1F9123B",5,2,2,1,4,51.3,33.1,4.1,7.7,20.9,273.8,188.5,84.5,69,170,129,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Aquatic predator","Aerial",-47.29,-34.39,-40.54,169.31,83485.48,22694607,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.51605929,0.358013333,0.471509902,-2.211482534,1.09,8.167881795,5.805100229,0
"2875","Phaethon lepturus","White-tailed Tropicbird",580,"Phaethontidae","Phaethontiformes","AVIBASE-1D07B501",5,2,3,0,4,54.7,40.7,6.8,15.5,20.6,269.4,188.5,79.5,70.4,108.2,328,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aerial",-27.65,32.39,-9,57.91,88168.39,22696645,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0.57063508,1.291214537,0.453452019,-2.308782645,1,8.168378954,5.805957525,0
"2876","Esacus recurvirostris","Great Thick-knee",2334,"Burhinidae","Charadriiformes","AVIBASE-C2178ACC",4,2,2,0,4,75.4,48.7,10.3,15.4,85.5,256.5,115.2,141.2,45,105.2,790,"Dunning",NA,"NO",NA,NA,0,3,2,"Carnivore","Invertivore","Terrestrial",6.06,34.61,22.18,85.15,2969603.17,22693604,2,0,0,0,0,0,0,1,1,1,0,0,0,0,4.08757018,2.170233874,0.400509588,-1.552004007,1.7,8.169293398,5.807534383,0
"2877","Gavia stellata","Red-throated Loon",1966,"Gaviidae","Gaviiformes","AVIBASE-6C50988A",5,2,3,0,4,63.1,37.4,7.5,12.2,66.1,275.4,130.7,143.8,47.6,45.6,1486,"Dunning",NA,"NO",NA,NA,0,3,3,"Carnivore","Aquatic predator","Aquatic",43.46,83.11,65.76,30.64,16657775.71,22697829,1,0,0,0,0,1,1,1,0,0,1,0,1,0,5.81201896,2.802044154,0.478076405,-1.227670305,2,8.185562761,5.835589107,6.108108108
