"","location","hits","keyword","geo","gprop"
"24607","Ireland",NA,"Arborophila davidi","world","web"
"24608","Iran",NA,"Arborophila davidi","world","web"
"24609","Iraq",NA,"Arborophila davidi","world","web"
"24610","Iceland",NA,"Arborophila davidi","world","web"
"24611","Israel",NA,"Arborophila davidi","world","web"
"24612","Italy",NA,"Arborophila davidi","world","web"
"24613","Jamaica",NA,"Arborophila davidi","world","web"
"24614","Jersey",NA,"Arborophila davidi","world","web"
"24615","Jordan",NA,"Arborophila davidi","world","web"
"24616","Japan",NA,"Arborophila davidi","world","web"
"24617","Kazakhstan",NA,"Arborophila davidi","world","web"
"24618","Kenya",NA,"Arborophila davidi","world","web"
"24619","Kyrgyzstan",NA,"Arborophila davidi","world","web"
"24620","Cambodia",NA,"Arborophila davidi","world","web"
"24621","Kiribati",NA,"Arborophila davidi","world","web"
"24622","St. Kitts & Nevis",NA,"Arborophila davidi","world","web"
"24623","South Korea",NA,"Arborophila davidi","world","web"
"24624","Kuwait",NA,"Arborophila davidi","world","web"
"24625","Laos",NA,"Arborophila davidi","world","web"
"24626","Lebanon",NA,"Arborophila davidi","world","web"
"24627","Liberia",NA,"Arborophila davidi","world","web"
"24628","Libya",NA,"Arborophila davidi","world","web"
"24629","St. Lucia",NA,"Arborophila davidi","world","web"
"24630","Liechtenstein",NA,"Arborophila davidi","world","web"
"24631","Sri Lanka",NA,"Arborophila davidi","world","web"
"24632","Lesotho",NA,"Arborophila davidi","world","web"
"24633","Lithuania",NA,"Arborophila davidi","world","web"
"24634","Luxembourg",NA,"Arborophila davidi","world","web"
"24635","Latvia",NA,"Arborophila davidi","world","web"
"24636","Macao",NA,"Arborophila davidi","world","web"
"24637","St. Martin",NA,"Arborophila davidi","world","web"
"24638","Morocco",NA,"Arborophila davidi","world","web"
"24639","Monaco",NA,"Arborophila davidi","world","web"
"24640","Moldova",NA,"Arborophila davidi","world","web"
"24641","Madagascar",NA,"Arborophila davidi","world","web"
"24642","Maldives",NA,"Arborophila davidi","world","web"
"24643","Mexico",NA,"Arborophila davidi","world","web"
"24644","Marshall Islands",NA,"Arborophila davidi","world","web"
"24645","North Macedonia",NA,"Arborophila davidi","world","web"
"24646","Mali",NA,"Arborophila davidi","world","web"
"24647","Malta",NA,"Arborophila davidi","world","web"
"24648","Myanmar (Burma)",NA,"Arborophila davidi","world","web"
"24649","Montenegro",NA,"Arborophila davidi","world","web"
"24650","Mongolia",NA,"Arborophila davidi","world","web"
"24651","Northern Mariana Islands",NA,"Arborophila davidi","world","web"
"24652","Mozambique",NA,"Arborophila davidi","world","web"
"24653","Mauritania",NA,"Arborophila davidi","world","web"
"24654","Montserrat",NA,"Arborophila davidi","world","web"
"24655","Martinique",NA,"Arborophila davidi","world","web"
"24656","Mauritius",NA,"Arborophila davidi","world","web"
"24657","Malawi",NA,"Arborophila davidi","world","web"
"24658","Malaysia",NA,"Arborophila davidi","world","web"
"24659","Mayotte",NA,"Arborophila davidi","world","web"
"24660","Namibia",NA,"Arborophila davidi","world","web"
"24661","New Caledonia",NA,"Arborophila davidi","world","web"
"24662","Niger",NA,"Arborophila davidi","world","web"
"24663","Norfolk Island",NA,"Arborophila davidi","world","web"
"24664","Nigeria",NA,"Arborophila davidi","world","web"
"24665","Nicaragua",NA,"Arborophila davidi","world","web"
"24666","Niue",NA,"Arborophila davidi","world","web"
"24667","Netherlands",NA,"Arborophila davidi","world","web"
"24668","Norway",NA,"Arborophila davidi","world","web"
"24669","Nepal",NA,"Arborophila davidi","world","web"
"24670","Nauru",NA,"Arborophila davidi","world","web"
"24671","New Zealand",NA,"Arborophila davidi","world","web"
"24672","Oman",NA,"Arborophila davidi","world","web"
"24673","Pakistan",NA,"Arborophila davidi","world","web"
"24674","Panama",NA,"Arborophila davidi","world","web"
"24675","Pitcairn Islands",NA,"Arborophila davidi","world","web"
"24676","Peru",NA,"Arborophila davidi","world","web"
"24677","Philippines",NA,"Arborophila davidi","world","web"
"24678","Palau",NA,"Arborophila davidi","world","web"
"24679","Papua New Guinea",NA,"Arborophila davidi","world","web"
"24680","Poland",NA,"Arborophila davidi","world","web"
"24681","Puerto Rico",NA,"Arborophila davidi","world","web"
"24682","North Korea",NA,"Arborophila davidi","world","web"
"24683","Portugal",NA,"Arborophila davidi","world","web"
"24684","Paraguay",NA,"Arborophila davidi","world","web"
"24685","Palestine",NA,"Arborophila davidi","world","web"
"24686","French Polynesia",NA,"Arborophila davidi","world","web"
"24687","Qatar",NA,"Arborophila davidi","world","web"
"24688","Réunion",NA,"Arborophila davidi","world","web"
"24689","Romania",NA,"Arborophila davidi","world","web"
"24690","Russia",NA,"Arborophila davidi","world","web"
"24691","Rwanda",NA,"Arborophila davidi","world","web"
"24692","Saudi Arabia",NA,"Arborophila davidi","world","web"
"24693","Sudan",NA,"Arborophila davidi","world","web"
"24694","Senegal",NA,"Arborophila davidi","world","web"
"24695","Singapore",NA,"Arborophila davidi","world","web"
"24696","South Georgia & South Sandwich Islands",NA,"Arborophila davidi","world","web"
"24697","St. Helena",NA,"Arborophila davidi","world","web"
"24698","Svalbard & Jan Mayen",NA,"Arborophila davidi","world","web"
"24699","Solomon Islands",NA,"Arborophila davidi","world","web"
"24700","Sierra Leone",NA,"Arborophila davidi","world","web"
"24701","El Salvador",NA,"Arborophila davidi","world","web"
"24702","San Marino",NA,"Arborophila davidi","world","web"
"24703","Somalia",NA,"Arborophila davidi","world","web"
"24704","St. Pierre & Miquelon",NA,"Arborophila davidi","world","web"
"24705","Serbia",NA,"Arborophila davidi","world","web"
"24706","South Sudan",NA,"Arborophila davidi","world","web"
"24707","São Tomé & Príncipe",NA,"Arborophila davidi","world","web"
"24708","Suriname",NA,"Arborophila davidi","world","web"
"24709","Slovakia",NA,"Arborophila davidi","world","web"
"24710","Slovenia",NA,"Arborophila davidi","world","web"
"24711","Sweden",NA,"Arborophila davidi","world","web"
"24712","Eswatini",NA,"Arborophila davidi","world","web"
"24713","Sint Maarten",NA,"Arborophila davidi","world","web"
"24714","Seychelles",NA,"Arborophila davidi","world","web"
"24715","Syria",NA,"Arborophila davidi","world","web"
"24716","Turks & Caicos Islands",NA,"Arborophila davidi","world","web"
"24717","Chad",NA,"Arborophila davidi","world","web"
"24718","Togo",NA,"Arborophila davidi","world","web"
"24719","Thailand",NA,"Arborophila davidi","world","web"
"24720","Tajikistan",NA,"Arborophila davidi","world","web"
"24721","Tokelau",NA,"Arborophila davidi","world","web"
"24722","Turkmenistan",NA,"Arborophila davidi","world","web"
"24723","Timor-Leste",NA,"Arborophila davidi","world","web"
"24724","Tonga",NA,"Arborophila davidi","world","web"
"24725","Trinidad & Tobago",NA,"Arborophila davidi","world","web"
"24726","Tunisia",NA,"Arborophila davidi","world","web"
"24727","Turkey",NA,"Arborophila davidi","world","web"
"24728","Tuvalu",NA,"Arborophila davidi","world","web"
"24729","Taiwan",NA,"Arborophila davidi","world","web"
"24730","Tanzania",NA,"Arborophila davidi","world","web"
"24731","Uganda",NA,"Arborophila davidi","world","web"
"24732","Ukraine",NA,"Arborophila davidi","world","web"
"24733","U.S. Outlying Islands",NA,"Arborophila davidi","world","web"
"24734","Uruguay",NA,"Arborophila davidi","world","web"
"24735","United States",NA,"Arborophila davidi","world","web"
"24736","Uzbekistan",NA,"Arborophila davidi","world","web"
"24737","Vatican City",NA,"Arborophila davidi","world","web"
"24738","St. Vincent & Grenadines",NA,"Arborophila davidi","world","web"
"24739","Venezuela",NA,"Arborophila davidi","world","web"
"24740","British Virgin Islands",NA,"Arborophila davidi","world","web"
"24741","U.S. Virgin Islands",NA,"Arborophila davidi","world","web"
"24742","Vietnam",NA,"Arborophila davidi","world","web"
"24743","Vanuatu",NA,"Arborophila davidi","world","web"
"24744","Wallis & Futuna",NA,"Arborophila davidi","world","web"
"24745","Samoa",NA,"Arborophila davidi","world","web"
"24746","Kosovo",NA,"Arborophila davidi","world","web"
"24747","Yemen",NA,"Arborophila davidi","world","web"
"24748","South Africa",NA,"Arborophila davidi","world","web"
"24749","Zambia",NA,"Arborophila davidi","world","web"
"24750","Zimbabwe",NA,"Arborophila davidi","world","web"
"24751","Aruba",NA,"Arborophila cambodiana","world","web"
"24752","Afghanistan",NA,"Arborophila cambodiana","world","web"
"24753","Angola",NA,"Arborophila cambodiana","world","web"
"24754","Anguilla",NA,"Arborophila cambodiana","world","web"
"24755","Åland Islands",NA,"Arborophila cambodiana","world","web"
"24756","Albania",NA,"Arborophila cambodiana","world","web"
"24757","Andorra",NA,"Arborophila cambodiana","world","web"
"24758","United Arab Emirates",NA,"Arborophila cambodiana","world","web"
"24759","Argentina",NA,"Arborophila cambodiana","world","web"
"24760","Armenia",NA,"Arborophila cambodiana","world","web"
"24761","American Samoa",NA,"Arborophila cambodiana","world","web"
"24762","Antarctica",NA,"Arborophila cambodiana","world","web"
"24763","French Southern Territories",NA,"Arborophila cambodiana","world","web"
"24764","Antigua & Barbuda",NA,"Arborophila cambodiana","world","web"
"24765","Australia",NA,"Arborophila cambodiana","world","web"
"24766","Austria",NA,"Arborophila cambodiana","world","web"
"24767","Azerbaijan",NA,"Arborophila cambodiana","world","web"
"24768","Burundi",NA,"Arborophila cambodiana","world","web"
"24769","Belgium",NA,"Arborophila cambodiana","world","web"
"24770","Benin",NA,"Arborophila cambodiana","world","web"
"24771","Caribbean Netherlands",NA,"Arborophila cambodiana","world","web"
"24772","Burkina Faso",NA,"Arborophila cambodiana","world","web"
"24773","Bangladesh",NA,"Arborophila cambodiana","world","web"
"24774","Bulgaria",NA,"Arborophila cambodiana","world","web"
"24775","Bahrain",NA,"Arborophila cambodiana","world","web"
"24776","Bahamas",NA,"Arborophila cambodiana","world","web"
"24777","Bosnia & Herzegovina",NA,"Arborophila cambodiana","world","web"
"24778","St. Barthélemy",NA,"Arborophila cambodiana","world","web"
"24779","Belarus",NA,"Arborophila cambodiana","world","web"
"24780","Belize",NA,"Arborophila cambodiana","world","web"
"24781","Bermuda",NA,"Arborophila cambodiana","world","web"
"24782","Bolivia",NA,"Arborophila cambodiana","world","web"
"24783","Brazil",NA,"Arborophila cambodiana","world","web"
"24784","Barbados",NA,"Arborophila cambodiana","world","web"
"24785","Brunei",NA,"Arborophila cambodiana","world","web"
"24786","Bhutan",NA,"Arborophila cambodiana","world","web"
"24787","Bouvet Island",NA,"Arborophila cambodiana","world","web"
"24788","Botswana",NA,"Arborophila cambodiana","world","web"
"24789","Central African Republic",NA,"Arborophila cambodiana","world","web"
"24790","Canada",NA,"Arborophila cambodiana","world","web"
"24791","Cocos (Keeling) Islands",NA,"Arborophila cambodiana","world","web"
"24792","Switzerland",NA,"Arborophila cambodiana","world","web"
"24793","Chile",NA,"Arborophila cambodiana","world","web"
"24794","China",NA,"Arborophila cambodiana","world","web"
"24795","Côte d’Ivoire",NA,"Arborophila cambodiana","world","web"
"24796","Cameroon",NA,"Arborophila cambodiana","world","web"
"24797","Congo - Kinshasa",NA,"Arborophila cambodiana","world","web"
"24798","Congo - Brazzaville",NA,"Arborophila cambodiana","world","web"
"24799","Cook Islands",NA,"Arborophila cambodiana","world","web"
"24800","Colombia",NA,"Arborophila cambodiana","world","web"
"24801","Comoros",NA,"Arborophila cambodiana","world","web"
"24802","Cape Verde",NA,"Arborophila cambodiana","world","web"
"24803","Costa Rica",NA,"Arborophila cambodiana","world","web"
"24804","Cuba",NA,"Arborophila cambodiana","world","web"
"24805","Curaçao",NA,"Arborophila cambodiana","world","web"
"24806","Christmas Island",NA,"Arborophila cambodiana","world","web"
"24807","Cayman Islands",NA,"Arborophila cambodiana","world","web"
"24808","Cyprus",NA,"Arborophila cambodiana","world","web"
"24809","Czechia",NA,"Arborophila cambodiana","world","web"
"24810","Germany",NA,"Arborophila cambodiana","world","web"
"24811","Djibouti",NA,"Arborophila cambodiana","world","web"
"24812","Dominica",NA,"Arborophila cambodiana","world","web"
"24813","Denmark",NA,"Arborophila cambodiana","world","web"
"24814","Dominican Republic",NA,"Arborophila cambodiana","world","web"
"24815","Algeria",NA,"Arborophila cambodiana","world","web"
"24816","Ecuador",NA,"Arborophila cambodiana","world","web"
"24817","Egypt",NA,"Arborophila cambodiana","world","web"
"24818","Eritrea",NA,"Arborophila cambodiana","world","web"
"24819","Western Sahara",NA,"Arborophila cambodiana","world","web"
"24820","Spain",NA,"Arborophila cambodiana","world","web"
"24821","Estonia",NA,"Arborophila cambodiana","world","web"
"24822","Ethiopia",NA,"Arborophila cambodiana","world","web"
"24823","Finland",NA,"Arborophila cambodiana","world","web"
"24824","Fiji",NA,"Arborophila cambodiana","world","web"
"24825","Falkland Islands (Islas Malvinas)",NA,"Arborophila cambodiana","world","web"
"24826","France",NA,"Arborophila cambodiana","world","web"
"24827","Faroe Islands",NA,"Arborophila cambodiana","world","web"
"24828","Micronesia",NA,"Arborophila cambodiana","world","web"
"24829","Gabon",NA,"Arborophila cambodiana","world","web"
"24830","United Kingdom",NA,"Arborophila cambodiana","world","web"
"24831","Georgia",NA,"Arborophila cambodiana","world","web"
"24832","Guernsey",NA,"Arborophila cambodiana","world","web"
"24833","Ghana",NA,"Arborophila cambodiana","world","web"
"24834","Gibraltar",NA,"Arborophila cambodiana","world","web"
"24835","Guinea",NA,"Arborophila cambodiana","world","web"
"24836","Guadeloupe",NA,"Arborophila cambodiana","world","web"
"24837","Gambia",NA,"Arborophila cambodiana","world","web"
"24838","Guinea-Bissau",NA,"Arborophila cambodiana","world","web"
"24839","Equatorial Guinea",NA,"Arborophila cambodiana","world","web"
"24840","Greece",NA,"Arborophila cambodiana","world","web"
"24841","Grenada",NA,"Arborophila cambodiana","world","web"
"24842","Greenland",NA,"Arborophila cambodiana","world","web"
"24843","Guatemala",NA,"Arborophila cambodiana","world","web"
"24844","French Guiana",NA,"Arborophila cambodiana","world","web"
"24845","Guam",NA,"Arborophila cambodiana","world","web"
"24846","Guyana",NA,"Arborophila cambodiana","world","web"
"24847","Hong Kong",NA,"Arborophila cambodiana","world","web"
"24848","Heard & McDonald Islands",NA,"Arborophila cambodiana","world","web"
"24849","Honduras",NA,"Arborophila cambodiana","world","web"
"24850","Croatia",NA,"Arborophila cambodiana","world","web"
"24851","Haiti",NA,"Arborophila cambodiana","world","web"
"24852","Hungary",NA,"Arborophila cambodiana","world","web"
"24853","Indonesia",NA,"Arborophila cambodiana","world","web"
"24854","Isle of Man",NA,"Arborophila cambodiana","world","web"
"24855","India",NA,"Arborophila cambodiana","world","web"
"24856","British Indian Ocean Territory",NA,"Arborophila cambodiana","world","web"
"24857","Ireland",NA,"Arborophila cambodiana","world","web"
"24858","Iran",NA,"Arborophila cambodiana","world","web"
"24859","Iraq",NA,"Arborophila cambodiana","world","web"
"24860","Iceland",NA,"Arborophila cambodiana","world","web"
"24861","Israel",NA,"Arborophila cambodiana","world","web"
"24862","Italy",NA,"Arborophila cambodiana","world","web"
"24863","Jamaica",NA,"Arborophila cambodiana","world","web"
"24864","Jersey",NA,"Arborophila cambodiana","world","web"
"24865","Jordan",NA,"Arborophila cambodiana","world","web"
"24866","Japan",NA,"Arborophila cambodiana","world","web"
"24867","Kazakhstan",NA,"Arborophila cambodiana","world","web"
"24868","Kenya",NA,"Arborophila cambodiana","world","web"
"24869","Kyrgyzstan",NA,"Arborophila cambodiana","world","web"
