Sequence,species,English.name,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,wing.lcentr,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,result.taxonid,result.category,agriculture,invasive,residential,energy,transportation,resource_use,intrusion,nat_sys_modif,pollution,geological,climate_change,other,masscentr,rangecentr,clutchcentr,clutch.size,gen.length,genlcentr
9651,Euplectes macroura,Yellow-mantled Widowbird,Ploceidae,Passeriformes,AVIBASE-F5E0EA0D,5,2,3,0,4,16.2,10.6,5.6,7.7,21.6,-0.252059548,78,10.5,67.5,13.6,96.6,21.7,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-20.39,15.81,1.02,17.22,3993290.03,22719209,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.818658433,2.749598819,-0.266929755,2.15,2.070286381,-0.346837875
9652,Euplectes axillaris,Fan-tailed Widowbird,Ploceidae,Passeriformes,AVIBASE-B08FF959,5,2,3,0,4,17.1,10.9,5.8,8.5,24.4,-0.213045814,85.3,12.8,71,15.3,65.4,25.1,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-33.78,16.33,-7.73,29.33,2371547.67,22719204,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.673102848,2.228526126,-0.092047583,2.8,2.15151631,-0.329958214
9653,Euplectes albonotatus,White-winged Widowbird,Ploceidae,Passeriformes,AVIBASE-749E7B3C,9,4,5,0,4,14.3,9.7,6.3,7.3,20.8,-0.280384587,72.7,11.3,61.3,15.7,63.2,21.1,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-31.03,13.17,-13.58,30.7,2575220.96,22719223,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.846697653,2.310918699,-0.065142633,2.9,2.098436727,-0.340988205
9654,Euplectes hartlaubi,Marsh Widowbird,Ploceidae,Passeriformes,AVIBASE-59E7ABE5,4,2,2,0,4,18.4,11.2,6.8,9.5,25.8,-0.126467392,101.5,17.9,83.7,17.7,129.5,35.5,EltonTraits_Model,NA,NO,NA,NA,Wetland,3,1,Herbivore,Omnivore,Terrestrial,-14.52,7.42,-8.91,23.37,741261.11,22719233,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.326437997,1.065581018,-0.30728718,2,2.66808205,-0.222615338
9655,Euplectes jacksoni,Jackson's Widowbird,Ploceidae,Passeriformes,AVIBASE-87071086,5,2,3,0,4,18.1,10.6,6.6,9.2,26.7,-0.206098163,86.6,14.1,71.9,16.4,50.8,37,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-3.39,1.23,-0.81,36.25,107944.78,22719249,NT,1,0,0,0,0,0,0,1,0,0,0,0,-0.285052781,-0.86115212,-0.118952532,2.7,2.443208808,-0.269344222
9656,Euplectes psammacromius,Montane Widowbird,Ploceidae,Passeriformes,AVIBASE-F7C77F74,4,2,2,0,4,17.2,11.1,7.1,8.8,25,-0.161205648,95,13,82,13.9,142.8,35.5,Dunning,NA,NO,NA,NA,Grassland,3,1,Omnivore,Omnivore,Terrestrial,-10.76,-7.54,-9.17,34.36,34873.18,22719238,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.326437997,-1.991053868,-0.30728718,2,2.665888532,-0.223071153
9657,Euplectes progne,Long-tailed Widowbird,Ploceidae,Passeriformes,AVIBASE-3153FE22,5,2,3,0,4,17.9,11.1,6.8,8.7,24.8,-0.025459233,120.4,17.6,97.4,16.3,239.2,35.1,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-34.21,1.37,-24.06,27.14,697864.82,22719244,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.337769563,1.005253496,-0.186214906,2.45,2.389466116,-0.280512007
9658,Foudia madagascariensis,Red Fody,Ploceidae,Passeriformes,AVIBASE-F7DFA41B,5,2,3,0,4,14.2,8.6,5.2,7.2,17.9,-0.330621449,63.3,10,52.9,16,48.5,16.6,Dunning,NA,NO,NA,NA,Woodland,3,1,Herbivore,Granivore,Insessorial,-25.61,-11.95,-19.39,46.7,590835.82,22719132,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.086567999,0.838766258,NA,NA,2.243321755,-0.310880951
9659,Foudia aldabrana,Aldabra Fody,Ploceidae,Passeriformes,AVIBASE-8999FD8C,4,2,2,0,4,17.6,11.9,5.9,9.2,21.7,-0.258472764,76.8,13.9,62.8,18.2,52.2,24.5,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.47,-9.34,-9.4,46.37,159.45,103811282,EN,0,1,0,0,0,0,0,0,0,0,1,0,-0.697297576,-7.378796806,-0.172762432,2.5,2.534393376,-0.250395978
9660,Foudia consobrina,Grand Comoro Fody,Ploceidae,Passeriformes,AVIBASE-3706ABE9,0,0,0,0,0,18.2,12,5.8,8.4,21.1,-0.241370853,80,13.9,65.4,17.5,50.8,24.5,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Foudia eminentissima,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.94,-11.36,-11.66,43.34,1031.45,103811335,NT,0,1,0,0,0,0,0,0,0,0,0,0,-0.697297576,-5.511806341,NA,NA,2.534393376,-0.250395978
9661,Foudia eminentissima,Red-headed Fody,Ploceidae,Passeriformes,AVIBASE-3AA01547,5,2,3,0,4,18.2,12,5.8,8.4,21.1,-0.241370853,80,13.9,65.4,17.5,50.8,24.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13,-12.07,-12.47,44.56,1026.05,103811224,LC,0,1,0,0,0,1,0,0,0,0,0,1,-0.697297576,-5.517055442,-0.172762432,2.5,2.534393376,-0.250395978
9662,Foudia omissa,Forest Fody,Ploceidae,Passeriformes,AVIBASE-FD358454,4,2,2,0,4,15.4,10.3,5.7,7.6,19,-0.308175191,67.5,12.6,54.9,18.8,49.5,18.9,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,-25.19,-12.42,-18.77,48.1,127433.64,22719144,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.956808772,-0.695176162,-0.172762432,2.5,2.665851715,-0.223078803
9664,Foudia rubra,Mauritius Fody,Ploceidae,Passeriformes,AVIBASE-2F37FD05,4,2,2,0,4,16.4,11.1,5,6.7,20.9,-0.312985104,66.6,11.9,54.7,17.9,41,17.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-20.45,-20.39,-20.42,57.49,11.86,22719149,EN,1,1,0,0,0,1,0,0,0,0,1,0,-1.022406054,-9.977355806,NA,NA,2.534393376,-0.250395978
9665,Foudia sechellarum,Seychelles Fody,Ploceidae,Passeriformes,AVIBASE-B55985C7,5,2,3,0,4,16.9,11.2,4.9,6.7,19.4,-0.312985104,66.6,8.5,58,12.8,46.2,17.1,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,-4.59,-4.2,-4.41,55.79,3.64,22719155,NT,0,1,0,0,0,1,0,0,0,0,1,0,-1.05689223,-11.15854352,NA,NA,3.054374517,-0.142343377
9666,Foudia flavicans,Rodrigues Fody,Ploceidae,Passeriformes,AVIBASE-CC3F83AD,5,2,3,0,4,16.1,10.3,4.8,6.1,20.4,-0.316191712,66,11.7,53.6,17.9,49.6,15.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-19.71,-19.68,-19.7,63.44,4.84,22719159,NT,1,1,0,0,0,0,0,0,0,0,1,0,-1.168117865,-10.87361248,NA,NA,2.534758429,-0.250320119
9667,Brachycope anomala,Bob-tailed Weaver,Ploceidae,Passeriformes,AVIBASE-D76AC221,4,1,3,0,4,14.1,9.1,5.2,7.2,18,-0.352533272,59.2,6.4,52.8,10.9,28.9,25.3,Dunning,NA,NO,NA,NA,Riverine,3,1,Herbivore,Granivore,Terrestrial,-8.56,4.71,0.91,21.13,252363.81,22719116,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.665166298,-0.011900184,-0.038237683,3,2.142967648,-0.331734635
9668,Ploceus baglafecht,Baglafecht Weaver,Ploceidae,Passeriformes,AVIBASE-BE1FE156,13,5,8,0,4,19.5,12.4,6.7,8.1,23.3,-0.2467152,79,13,66,16.5,57.3,31.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-11.09,17.35,4.63,33.38,1651063.49,22718761,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.442813573,1.866402978,-0.25347728,2.2,3.125640795,-0.127534173
9669,Ploceus bannermani,Bannerman's Weaver,Ploceidae,Passeriformes,AVIBASE-8F52076C,4,3,1,0,4,20.5,11.9,6.6,8.4,23.1,-0.267558154,75.1,11.1,64,14.8,54.9,30.8,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,4.83,7.42,6.28,10.72,10857.67,22718735,VU,1,0,0,0,0,1,0,1,0,0,0,0,-0.468456004,-3.157900178,-0.30728718,2,3.282416954,-0.094955931
9670,Ploceus batesi,Bates's Weaver,Ploceidae,Passeriformes,AVIBASE-8395D0B4,4,3,1,0,4,18,11.2,5.9,7.5,17.1,-0.281453456,72.5,12.3,60.2,17,53.5,26.6,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,1.96,4.21,3.02,12.13,53494.78,22718739,EN,1,1,0,0,0,1,0,1,0,0,0,0,-0.615059478,-1.563187841,NA,NA,3.110362246,-0.130709071
9671,Ploceus nigrimentus,Black-chinned Weaver,Ploceidae,Passeriformes,AVIBASE-9FB7D020,1,1,0,0,1,21,12.6,5.8,8.5,26.9,-0.203960424,87,16.5,70.5,19,66.5,26.6,EltonTraits_GenAvg,NA,NO,NA,NA,Shrubland,3,1,Omnivore,Omnivore,Insessorial,-14.29,-1.01,-6.18,15.24,84397.42,22718743,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.615059478,-1.107235088,NA,NA,3.203333113,-0.111389632
9672,Ploceus bertrandi,Bertram's Weaver,Ploceidae,Passeriformes,AVIBASE-42F3647E,5,2,3,0,4,20.8,13.5,6.9,8.8,23.6,-0.243508592,79.6,13.2,65.6,16.7,58.8,39,Dunning,NA,NO,NA,NA,Woodland,1,1,Omnivore,Invertivore,Insessorial,-17.12,-5.33,-11.01,35.24,185221,22718765,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.232409048,-0.321222214,-0.30728718,2,2.736068932,-0.208487596
9673,Ploceus pelzelni,Slender-billed Weaver,Ploceidae,Passeriformes,AVIBASE-36C24C3D,5,3,2,0,4,16.4,10.1,4.3,4.9,19.2,-0.333828057,62.7,8.5,54.1,13.6,43.6,12.7,Dunning,NA,NO,NA,NA,Wetland,2,1,Carnivore,Invertivore,Insessorial,-10.3,7.52,-0.75,23.2,559286.21,22718770,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.3543687,0.783889425,-0.186214906,2.45,2.672503112,-0.221696636
9674,Ploceus subpersonatus,Loango Weaver,Ploceidae,Passeriformes,AVIBASE-23CA12EF,1,0,1,0,1,18.1,11.5,5.3,6.2,21.8,-0.310847365,67,9,58,13.4,56,22.5,Updated_literature,BoW,NO,NA,NA,Wetland,2,1,Herbivore,Granivore,Insessorial,-5.91,1.07,-2.15,10.31,22554.32,22718774,VU,1,0,0,0,0,0,0,1,1,0,0,0,-0.782455385,-2.426845298,NA,NA,2.550045854,-0.247143377
9675,Ploceus luteolus,Little Weaver,Ploceidae,Passeriformes,AVIBASE-1373D324,5,2,3,0,4,13.6,8.5,4.7,5.7,16.7,-0.334362492,62.6,10.3,53,16.3,43.2,15.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Granivore,Insessorial,-4.06,18.58,10.16,14.92,3085847.32,22718779,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.18127595,2.491809636,-0.186214906,2.45,2.650534619,-0.226261711
9676,Ploceus ocularis,Spectacled Weaver,Ploceidae,Passeriformes,AVIBASE-CA4839B2,13,5,8,0,4,20,13.1,5.3,6.8,21.6,-0.275574675,73.6,10.6,62.2,14.6,59,25.2,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-34.05,9.88,-11.32,29.35,2998767.22,22718787,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.669126699,2.463184636,-0.132405007,2.65,2.84719938,-0.185394577
9677,Ploceus brachypterus,Olive-naped Weaver,Ploceidae,Passeriformes,AVIBASE-2D3998EE,0,0,0,0,0,18,11.3,6.1,7.1,20.8,-0.270230327,74.6,11.6,63.1,15.4,56,27.1,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Ploceus nigricollis,Woodland,2,1,Carnivore,Invertivore,Insessorial,3.21,14.79,8.75,-3.07,1738516.15,103811726,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.596436966,1.918015321,NA,NA,3.341010368,-0.082780161
9678,Ploceus nigricollis,Black-necked Weaver,Ploceidae,Passeriformes,AVIBASE-55997100,13,6,7,0,4,18,11.3,6.1,7.1,20.8,-0.270230327,74.6,11.6,63.1,15.4,56,27.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-10.76,8.66,-0.31,24.68,2474612.53,103811662,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.596436966,2.271067189,-0.388002029,1.7,3.341010368,-0.082780161
9679,Ploceus alienus,Strange Weaver,Ploceidae,Passeriformes,AVIBASE-63A997EA,5,2,3,0,4,18.3,11.6,5.8,6.4,19.1,-0.304434149,68.2,9,58.5,13.3,54.6,22.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,-4.57,0.78,-1.93,29.2,61881.53,22718799,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.795878405,-1.41755017,-0.30728718,2,3.024754376,-0.148498472
9680,Ploceus melanogaster,Black-billed Weaver,Ploceidae,Passeriformes,AVIBASE-B38CE692,8,2,6,0,8,19,12.6,5.4,6.1,20.3,-0.299089802,69.2,7.6,61.7,10.9,48,22.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.22,7.55,0.02,29.43,221733.17,22718795,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.786909735,-0.141297198,-0.30728718,2,3.037335416,-0.145884119
9681,Ploceus capensis,Cape Weaver,Ploceidae,Passeriformes,AVIBASE-9526D2F3,5,2,3,0,4,22.5,15.2,6.5,7.7,25,-0.188996252,89.8,22.5,66.2,25.4,55.8,44,Dunning,NA,NO,NA,NA,Woodland,3,1,Omnivore,Omnivore,Generalist,-34.84,-22.56,-29.75,25.99,666169.71,22718807,LC,0,0,0,0,0,0,0,0,0,0,1,0,-0.11178106,0.958772538,-0.118952532,2.7,3.204992739,-0.11104476
9682,Ploceus temporalis,Bocage's Weaver,Ploceidae,Passeriformes,AVIBASE-476A437E,3,0,2,1,3,17.2,11.1,6.2,7.3,21.2,-0.230682159,82,22.5,59.5,27.4,48.3,35.8,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Invertivore,Insessorial,-13.85,-6.86,-11.51,19.47,77920.1,22718803,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.3180228,-1.187087978,-0.145857482,2.6,3.289460747,-0.093492223
9683,Ploceus subaureus,African Golden Weaver,Ploceidae,Passeriformes,AVIBASE-86BEAFA6,8,4,4,0,4,17.7,12.4,6.8,9,21.5,-0.263817111,75.8,14.1,61.7,18.5,49,30.4,Dunning,NA,NO,NA,NA,Riverine,3,1,Herbivore,Granivore,Insessorial,-34.04,2.85,-11.32,36.61,493658.92,22718811,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.481528085,0.659072913,-0.145857482,2.6,2.591541722,-0.238520494
9684,Ploceus xanthops,Holub's Golden Weaver,Ploceidae,Passeriformes,AVIBASE-2D86B0D2,5,2,3,0,4,20.6,13.2,6.9,9,25.4,-0.196478338,88.4,15.9,71.8,18.2,66.6,40.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Insessorial,-31.35,2.51,-13.11,28.25,2485649.7,22718818,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.192202627,2.275517433,-0.25347728,2.2,3.268264275,-0.097896871
9685,Ploceus aurantius,Orange Weaver,Ploceidae,Passeriformes,AVIBASE-2C42345F,5,2,3,0,4,17.3,10.5,5,6.1,18.9,-0.296952063,69.6,13.3,55.6,19.4,44.4,23,Dunning,NA,NO,NA,NA,Wetland,2,1,Omnivore,Omnivore,Insessorial,-9.17,7.71,1.93,13.25,441030.16,22718833,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.760476478,0.546341343,-0.30728718,2,3.063983239,-0.140346675
9686,Ploceus heuglini,Heuglin's Masked Weaver,Ploceidae,Passeriformes,AVIBASE-D8E67602,5,2,3,0,4,17.4,11.9,6.6,7.5,18.3,-0.277712413,73.2,16.5,55.5,23,41,22.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,-0.6,14.66,9.36,7.69,2515613.14,22718865,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.769210158,2.287499926,-0.226572331,2.3,3.005375454,-0.152525431
9687,Ploceus bojeri,Golden Palm Weaver,Ploceidae,Passeriformes,AVIBASE-F40197D6,5,0,4,1,3,17.2,11.1,5.9,7.9,21.6,-0.272368066,74.2,13.9,60.5,18.7,52.2,22.4,Dunning,NA,NO,NA,NA,Woodland,3,1,Omnivore,Omnivore,Insessorial,-4.65,5.79,0.77,41.71,223498.08,22718837,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.786909735,-0.133369097,-0.30728718,2,2.999113471,-0.153826677
9688,Ploceus castaneiceps,Taveta Golden Weaver,Ploceidae,Passeriformes,AVIBASE-2379E3EB,8,4,4,0,4,17.9,10.9,5.7,7.2,22.8,-0.276643544,73.4,11.9,61.5,16.3,52.8,18.5,Dunning,NA,NO,NA,NA,Wetland,2,1,Herbivore,Granivore,Insessorial,-5.17,-2.43,-3.56,37.25,45796.6,22718841,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.978199962,-1.718562068,-0.118952532,2.7,2.35356553,-0.287972185
9689,Ploceus princeps,Principe Golden Weaver,Ploceidae,Passeriformes,AVIBASE-CFC74E20,5,2,3,0,4,23.4,15.1,6.9,9.2,23.4,-0.215717988,84.8,16.9,67.6,20,52.8,31.2,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Granivore,Insessorial,1.53,1.7,1.62,7.4,146.65,22718825,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.455552599,-7.462478404,-0.441811928,1.5,3.315131861,-0.08815774
9690,Ploceus castanops,Northern Brown-throated Weaver,Ploceidae,Passeriformes,AVIBASE-F9FB0226,4,2,2,0,4,18.1,12.2,5.3,6.9,22.6,-0.300158671,69,11,58,16,45.5,21.4,Dunning,NA,NO,NA,NA,Wetland,2,1,Herbivore,Granivore,Insessorial,-3.16,3.24,0,31.4,193380.61,22718850,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.832579772,-0.278111601,-0.172762432,2.5,2.447553443,-0.268441402
9691,Ploceus xanthopterus,Southern Brown-throated Weaver,Ploceidae,Passeriformes,AVIBASE-E72166BD,5,2,3,0,4,17.8,11.4,5.7,7.2,20.8,-0.305503018,68,10.5,56.2,15.7,47.2,22,Dunning,NA,NO,NA,NA,Wetland,2,1,Herbivore,Omnivore,Insessorial,-30.24,-8.39,-17.48,29.16,299643.55,22718846,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.804928241,0.159821681,-0.145857482,2.6,3.259911649,-0.099632555
9692,Ploceus burnieri,Kilombero Weaver,Ploceidae,Passeriformes,AVIBASE-98820857,3,1,2,0,0,17.7,11.1,6.1,7.9,23.1,-0.293745454,70.2,7.3,62.9,10.5,43.2,18,Dunning,NA,YES,Beak Nares,Ploceus bojeri,Wetland,2,1,Herbivore,Granivore,Insessorial,-8.84,-8.12,-8.46,36.33,1464.96,22718856,VU,1,0,0,0,0,0,0,1,1,0,0,0,-1.005598936,-5.160943982,NA,NA,2.312834749,-0.296436082
9693,Ploceus galbula,Rüppell's Weaver,Ploceidae,Passeriformes,AVIBASE-9F7489D0,5,2,3,0,4,15.8,10.4,5.8,7.6,20,-0.287332238,71.4,12.6,58.6,17.7,47.8,21.7,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Insessorial,4.44,22.58,12.97,41.58,941282.4,22718860,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.818658433,1.30447128,-0.172762432,2.5,2.380308026,-0.282415067
9694,Ploceus taeniopterus,Northern Masked Weaver,Ploceidae,Passeriformes,AVIBASE-6A84BDB8,5,2,3,0,4,16.9,11.1,5.9,7.5,20.1,-0.311916234,66.8,12.5,53,19,43.8,17.6,Dunning,NA,NO,NA,NA,Wetland,3,1,Herbivore,Granivore,Insessorial,0.54,16.82,9.49,32.66,187720.65,22718871,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.028071792,-0.307816967,-0.172762432,2.5,2.294034497,-0.300342793
9695,Ploceus intermedius,Lesser Masked Weaver,Ploceidae,Passeriformes,AVIBASE-E069A0BB,14,7,7,0,4,16.6,10.9,5.8,6.5,20.9,-0.30122754,68.8,14.1,54.6,20.6,45.4,20.6,Dunning,NA,NO,NA,NA,Woodland,3,1,Carnivore,Invertivore,Insessorial,-29.76,11.9,-10.78,31.28,3811744.92,22718783,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.870679618,2.703070427,-0.159309957,2.55,2.857596983,-0.183233945
9696,Ploceus velatus,Southern Masked Weaver,Ploceidae,Passeriformes,AVIBASE-A36C5049,9,4,5,0,4,16.8,10.7,5.9,7.8,22,-0.258472764,76.8,15.6,60.6,20.6,52.4,30.9,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Omnivore,Insessorial,-34.84,-8.81,-23.17,24.57,3538602.7,22718890,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.46521451,2.62871529,-0.132405007,2.65,3.036859781,-0.145982957
9697,Ploceus upembae,Upemba Masked Weaver,Ploceidae,Passeriformes,AVIBASE-7904C526,0,0,0,0,0,15,9.7,5.4,6.9,18.7,-0.32046719,65.2,12.8,52.4,19.6,44.5,18.5,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Ploceus katangae,Wetland,2,1,Herbivore,Granivore,Insessorial,-9.37,-7.7,-8.49,26.8,10991.59,103811957,DD,0,0,0,0,0,0,0,0,0,0,0,0,-0.978199962,-3.145641485,NA,NA,3.341010368,-0.082780161
9698,Ploceus katangae,Katanga Masked Weaver,Ploceidae,Passeriformes,AVIBASE-EF5ED87B,4,2,2,0,4,15,9.7,5.4,6.9,18.7,-0.32046719,65.2,12.8,52.4,19.6,44.5,18.5,Updated_literature,BoW,NO,NA,NA,Wetland,2,1,Herbivore,Granivore,Insessorial,-12.49,-8.37,-10.36,29.84,45581.18,103811914,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.978199962,-1.723277008,-0.172762432,2.5,3.341010368,-0.082780161
9699,Ploceus ruweti,Lufira Masked Weaver,Ploceidae,Passeriformes,AVIBASE-B4E50529,1,0,1,0,1,14.9,8.7,5.7,7,20.3,-0.300158671,69,10.3,58.7,14.9,47.7,17,Updated_literature,BoW,NO,NA,NA,Wetland,2,1,Omnivore,Omnivore,Insessorial,-11.03,-8.06,-9.52,26.83,5190.02,22718907,LC,0,0,0,0,0,0,0,1,0,0,0,0,-1.06275735,-3.89603437,NA,NA,3.040612787,-0.145203078
9700,Ploceus reichardi,Tanzanian Masked Weaver,Ploceidae,Passeriformes,AVIBASE-A23369E3,5,2,3,0,4,15.7,10.1,5.5,7.1,19.7,-0.305503018,68,12.5,55.5,18.4,47.2,26.6,EltonTraits_GenAvg,NA,NO,NA,NA,Wetland,2,1,Herbivore,Granivore,Insessorial,-8.91,-6.47,-7.47,31.76,34740.2,22718914,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.615059478,-1.994874403,-0.172762432,2.5,2.518043784,-0.253793439
9701,Ploceus vitellinus,Vitelline Masked Weaver,Ploceidae,Passeriformes,AVIBASE-FC6C191F,8,4,4,0,4,15.6,10.3,5.5,7.4,18.5,-0.304434149,68.2,12.9,55.4,18.8,47.9,20,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Insessorial,-9.37,18.61,8.66,18.35,4213194.47,22718882,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.90023842,2.8032045,-0.172762432,2.5,4.224420916,0.100793434
9702,Ploceus spekei,Speke's Weaver,Ploceidae,Passeriformes,AVIBASE-4DC2B23C,5,2,3,0,4,18.7,12.6,6.5,8.1,21.2,-0.249921809,78.4,19.2,58.8,24.6,44.6,35.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Granivore,Insessorial,-5.2,11.11,3.65,40.07,369189,22718929,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.337769563,0.368536788,-0.334192129,1.9,2.94627814,-0.164805912
9703,Ploceus spekeoides,Fox's Weaver,Ploceidae,Passeriformes,AVIBASE-4436DD6C,4,2,2,0,4,19.5,14.2,6.8,8.9,20.3,-0.297486497,69.5,14.7,54.8,21.1,36.2,26.6,EltonTraits_GenAvg,NA,NO,NA,NA,Wetland,2,1,Herbivore,Granivore,Insessorial,1.36,2.99,1.71,33.85,12674.62,22718933,NT,1,0,0,0,0,0,0,0,0,0,0,0,-0.615059478,-3.003170352,NA,NA,2.552702888,-0.246591243
9704,Ploceus cucullatus,Village Weaver,Ploceidae,Passeriformes,AVIBASE-E8AA9E1C,24,9,14,1,12,20.3,14.6,8.3,10.1,23,-0.227475551,82.6,16,66.6,19.4,48.6,36.1,Dunning,NA,NO,NA,NA,Woodland,3,1,Herbivore,Granivore,Insessorial,-34.05,18.3,-1.19,20.73,13674390.28,22718921,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.309677829,3.980508119,-0.159309957,2.55,5.932705612,0.455776701
9705,Ploceus grandis,Giant Weaver,Ploceidae,Passeriformes,AVIBASE-9569D117,5,2,3,0,5,28.3,19.9,8.9,11.3,29.3,-0.098142353,106.8,20.9,85.9,19.6,70.2,63.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Insessorial,-0.01,0.42,0.24,6.61,858.51,22718925,NT,1,1,0,0,0,0,0,0,0,0,0,0,0.255069212,-5.695328871,-0.441811928,1.5,3.904503037,0.034314179
