"","X","Sequence","species","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other","logmass","logrange"
"2366",2430,10840,"Geospiza heliobates","Thraupidae","Passeriformes","AVIBASE-BEC9AB71",4,2,2,0,4,17.2,11.1,5.1,7.1,23.6,71,11.8,59.2,16.6,42.5,18,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",-0.26,-0.2,-0.23,-91.38,12.04,22723786,5,1,0,1,0,0,0,1,0,0,0,0,1,0,2.89037175789616,2.48823443988067
"2367",2431,10841,"Geospiza pallida","Thraupidae","Passeriformes","AVIBASE-AA7BFE29",5,2,3,0,4,17.1,11.2,5.2,7.4,22.6,69,10.2,58.6,14.8,40.2,23.1,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-1.05,0.17,-0.57,-90.88,6852.84,22723783,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3.13983261752775,8.83241844387419
"2368",2432,10838,"Geospiza pauper","Thraupidae","Passeriformes","AVIBASE-884F3C94",4,2,2,0,4,14.6,9.5,5.2,8.3,22.1,69,12.3,56.7,17.8,48.9,16,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-1.32,-1.27,-1.3,-90.43,23.08,22723773,5,1,1,1,0,0,0,0,0,0,0,0,1,0,2.77258872223978,3.1389664416399
"2369",2433,10849,"Geospiza propinqua","Thraupidae","Passeriformes","AVIBASE-C5FB838E",10,4,6,0,0,19.9,16.1,9,11.3,24.4,76.3,13.5,64,17.4,45.5,27.6,"DataFromSplit",NA,"YES","Kipp's Distance; Secondary1; Hand-Wing Index","Geospiza conirostris","Shrubland",2,1,"Herbivore","Frugivore","Insessorial",0.3,0.35,0.33,-89.96,15.38,103815544,3,1,0,1,0,0,0,0,0,1,0,0,1,0,3.3178157727231,2.7330679640775
"2370",2434,10837,"Geospiza psittacula","Thraupidae","Passeriformes","AVIBASE-A5475B20",7,3,4,0,4,14.6,9.1,5.7,9.7,21.5,68.7,10.7,56.4,15.9,41.1,18.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-1.36,0.65,-0.53,-91.03,7083.33,22723768,3,1,0,1,1,0,1,0,0,0,1,0,1,0,2.92852352386054,8.86549941509611
"2371",2435,10842,"Geospiza septentrionalis","Thraupidae","Passeriformes","AVIBASE-2CD2FB00",111,71,40,0,0,15.9,11.8,6.9,7.7,23.2,71.9,9.1,53,14.6,53,12.3,"DataFromSplit",NA,"YES","Kipp's Distance; Secondary1; Hand-Wing Index","Geospiza difficilis","Shrubland",2,1,"Herbivore","Omnivore","Terrestrial",1.37,1.65,1.39,-91.82,2.42,103815245,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2.50959926237837,0.883767540168595
"2372",2436,11083,"Gubernatrix cristata","Thraupidae","Passeriformes","AVIBASE-94DA257C",5,2,3,0,4,17.7,11.5,6.1,10.1,24.5,93.8,16,78.5,16.9,95.4,47.6,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Granivore","Terrestrial",-41.1,-24.17,-33.42,-62.17,765363.1,22721578,4,1,1,1,0,0,0,1,0,0,0,0,0,0,3.86283276123737,13.5481056407254
"2373",2437,10768,"Incaspiza ortizi","Thraupidae","Passeriformes","AVIBASE-2BACA383",3,1,2,0,3,19,12.1,5.4,6.8,27.6,71,9.5,61.5,13.4,71.9,32.4,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Herbivore","Omnivore","Generalist",-7.16,-5.22,-6.7,-78.55,1442.73,22723198,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.47815842279828,7.27429243107947
"2374",2438,10770,"Incaspiza watkinsi","Thraupidae","Passeriformes","AVIBASE-91991397",4,3,1,0,4,14.6,9.4,5.2,5.6,23.2,62,6,56,9.6,46.8,20.4,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Omnivore","Omnivore","Terrestrial",-5.87,-5.25,-5.57,-78.68,2121.95,22723209,2,0,1,0,0,1,0,0,0,0,0,0,0,0,3.01553490085017,7.6600907562196
"2375",2439,11042,"Iridosornis porphyrocephalus","Thraupidae","Passeriformes","AVIBASE-7999BD70",4,2,2,0,4,15.8,8.4,4.8,6.8,22.2,75.2,12.7,62.6,16.8,58.9,21.7,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-0.2,7.1,4.61,-76.4,21849.59,22722659,2,0,1,0,1,1,0,1,0,0,0,0,0,0,3.07731226054641,9.99193743604562
"2376",2440,10945,"Kleinothraupis parodii","Thraupidae","Passeriformes","AVIBASE-7F89004D",5,2,3,0,4,13.5,7.8,4.3,5,22.5,70.2,9.6,60.6,13.6,71.4,21.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-13.93,-11.38,-12.73,-72.33,28661.28,22722219,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3.08190996979504,10.2633023619341
"2377",2441,10941,"Kleinothraupis reyi","Thraupidae","Passeriformes","AVIBASE-D0688762",4,1,2,1,4,14.1,7.1,4,4.5,20.8,64.8,8.7,56,13.5,65.5,19,"Updated_live.sample","Live sample (museum data)","NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",7.72,10.07,8.82,-70.98,13673.25,22722226,2,0,1,0,0,1,1,1,0,0,0,0,0,0,2.94443897916644,9.52319664835168
"2378",2442,11008,"Melanodera melanodera","Thraupidae","Passeriformes","AVIBASE-8116C254",5,2,3,0,4,13.6,8.5,5.6,7,22.4,88.6,29.2,58.8,33.2,60.4,28.7,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Omnivore","Omnivore","Terrestrial",-53.92,-45.56,-50.12,-69.01,145980.07,22723115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.35689712276558,11.8912253845233
"2379",2443,10828,"Melanospiza richardsoni","Thraupidae","Passeriformes","AVIBASE-AAE04558",1,0,1,0,1,17.2,11.2,6.4,9.4,22.5,65,11.1,53.9,17.1,44,20.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Generalist",13.77,14.03,13.91,-60.97,293.36,22723725,4,1,1,1,0,0,0,0,0,0,0,0,0,0,3.03974915897077,5.68140052376307
"2380",2444,10968,"Microspingus alticola","Thraupidae","Passeriformes","AVIBASE-947828AD",4,1,3,0,3,13.7,7,3.7,4.8,23,72.5,10.9,61.1,15.1,78.5,24,"Updated_literature","BoW","NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-9.98,-6.73,-9.22,-77.48,9865.32,22723224,4,1,1,0,0,0,1,1,0,1,1,0,0,0,3.17805383034795,9.19678085584243
"2381",2445,10973,"Microspingus cinereus","Thraupidae","Passeriformes","AVIBASE-A6C60FFB",4,0,2,2,4,12.7,7,3.7,4.3,19.9,60,9.7,50.3,16.2,52.5,11.6,"Dunning",NA,"NO",NA,NA,"Grassland",2,1,"Carnivore","Invertivore","Insessorial",-21.3,-13.16,-16.49,-49.27,1131015.56,22723301,1,0,1,1,0,1,0,0,0,0,0,0,1,0,2.45100509811232,13.9386265127401
"2382",2446,10756,"Nemosia rourei","Thraupidae","Passeriformes","AVIBASE-D9A06584",1,0,1,0,0,9.5,9.3,6.1,5.2,19,84.5,18,66.5,21.3,56.9,22,"Updated_literature","BoW","YES","Beak Depth","Nemosia pileata",NA,1,1,"Carnivore","Invertivore","Insessorial",-20.56,-19.89,-20.38,-41.17,52.79,22722293,5,1,1,0,1,1,0,1,0,0,0,0,1,0,3.09104245335832,3.96632177883552
"2383",2447,11081,"Neothraupis fasciata","Thraupidae","Passeriformes","AVIBASE-218F91B6",5,2,3,0,4,17.7,10.5,5,7.2,22.8,71.5,11.4,59.4,16.2,62.6,26.8,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Omnivore","Invertivore","Generalist",-24.22,2.12,-16.02,-49.57,2242410.57,22722126,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3.28840188751681,14.6230619925212
"2384",2448,11003,"Nesospiza acunhae","Thraupidae","Passeriformes","AVIBASE-AED9D220",4,0,4,0,4,15.4,10.3,5.3,7.8,24.7,83,16.6,66.4,20,69.5,28.5,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Omnivore","Generalist",-37.33,-37.28,-37.3,-12.68,16.43,22735943,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3.3499040872746,2.79910893204918
"2385",2449,11004,"Nesospiza questi","Thraupidae","Passeriformes","AVIBASE-4DB8A059",4,2,2,0,4,16.5,10.1,4.6,7.2,23.3,79,16.1,62.9,20.4,67,28.5,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Omnivore","Generalist",-37.43,-37.41,-37.42,-12.48,2.47,22735345,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3.3499040872746,0.904218150639886
"2386",2450,11005,"Nesospiza wilkinsi","Thraupidae","Passeriformes","AVIBASE-DEF2D638",6,3,3,0,4,21.4,13.9,7.9,13,27.9,93.7,18.5,75.8,19.6,75.3,43.2,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Omnivore","Insessorial",-37.43,-37.41,-37.42,-12.48,2.47,22735949,5,1,0,1,0,0,0,0,0,0,0,0,1,0,3.76584049525006,0.904218150639886
"2387",2451,10753,"Orchesticus abeillei","Thraupidae","Passeriformes","AVIBASE-B8992864",6,3,3,0,4,17.1,11.4,8,9.3,22.9,87,16.8,69.9,19.4,81,31.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-28.35,-18.56,-22.91,-45.53,163525.7,22722117,2,0,1,0,0,0,0,1,0,1,0,0,0,0,3.44998754583159,12.0047254435113
"2388",2452,10835,"Pinaroloxias inornata","Thraupidae","Passeriformes","AVIBASE-82F77F7B",5,2,3,0,4,14.5,9.8,4.2,5.5,20.6,62.2,10.4,50.8,17.2,40.2,13.1,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Insessorial",5.5,5.56,5.53,-87.06,24.76,22723792,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2.57261223020711,3.2092294478164
"2389",2453,10937,"Poospiza baeri","Thraupidae","Passeriformes","AVIBASE-A98353A5",4,1,3,0,4,14.7,8.7,4.4,6.4,25.6,77.5,8,69.4,10.4,79.1,32.5,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Omnivore","Generalist",-29.68,-21.88,-26.33,-65.93,11570.87,22723275,3,1,1,0,0,0,0,0,0,0,1,0,0,0,3.48124008933569,9.35624601182921
"2390",2454,10938,"Poospiza garleppi","Thraupidae","Passeriformes","AVIBASE-170A9190",4,1,3,0,4,17.9,10.6,5.1,6.7,27.2,86.8,8.8,77.9,10.2,81.5,32.5,"Inferred",NA,"YES","Body Mass","Poospiza baeri","Shrubland",2,1,"Omnivore","Omnivore","Insessorial",-18.19,-17.23,-17.57,-65.8,2895.12,22723269,2,0,1,0,1,0,0,1,0,1,1,0,1,0,3.48124008933569,7.97078183992524
"2391",2455,10939,"Poospiza goeringi","Thraupidae","Passeriformes","AVIBASE-BF1EC1CD",4,0,4,0,4,15.3,7.7,3.8,4.6,28.1,64,5.9,58.1,9.2,54.6,17.1,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",7.81,8.71,8.24,-71.54,1741.62,22722236,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2.83907846350861,7.46257099354756
"2392",2456,10936,"Poospiza rubecula","Thraupidae","Passeriformes","AVIBASE-EB4AE071",2,0,2,0,2,14,8.4,4,5.3,22,74.5,9.8,64.7,13.2,71,24.4,"Updated_literature","BoW","NO",NA,NA,"Woodland",2,1,"Herbivore","Omnivore","Insessorial",-11.83,-7.38,-9.78,-77.33,17643.08,22723264,4,1,1,0,0,0,0,1,0,0,0,0,0,0,3.19458313229916,9.77809891749403
"2393",2457,10940,"Poospiza rufosuperciliaris","Thraupidae","Passeriformes","AVIBASE-F7BAA7DC",4,1,3,0,4,15.4,8.6,5.8,5.2,29.1,69.1,8.3,60.9,12,66.4,29,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-9.79,-5.41,-8.23,-77.07,6681.55,22722239,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3.36729582998647,8.80710527554266
"2394",2458,10772,"Porphyrospiza caerulescens","Thraupidae","Passeriformes","AVIBASE-17B1CAD5",4,1,3,0,4,12.7,7.8,4,5.2,18,62.5,7.7,54.8,12.4,57.5,13,"Updated_literature","BoW","NO",NA,NA,"Grassland",3,1,"Herbivore","Granivore","Terrestrial",-20.35,-3.74,-13.95,-47.9,1671290.25,22723966,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2.56494935746154,14.3291064908779
"2395",2459,11050,"Pseudosaltator rufiventris","Thraupidae","Passeriformes","AVIBASE-51DFE1EC",7,4,2,1,3,19.6,11.3,8.1,11.4,31.9,116.1,19.6,96.8,16.8,103.6,74.2,"Updated_literature","BoW","NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-25.3,-16.75,-18.95,-65.42,25381.79,22723904,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4.30676415017333,10.1417872667562
"2396",2460,10822,"Pyrrhulagra nigra","Thraupidae","Passeriformes","AVIBASE-76018800",2,0,2,0,2,12.6,8,6,9.4,17.6,66,9.4,56.6,14.2,59,14.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",19.83,23.19,21.62,-79,109693.02,103813101,2,0,1,0,1,0,0,1,0,0,0,0,0,0,2.70136121295141,11.6054410161624
"2397",2461,10823,"Pyrrhulagra taylori","Thraupidae","Passeriformes","AVIBASE-ABF0B698",2,2,0,0,2,13.6,8.4,6,10.1,18.7,69,12.7,56.3,18.4,59.5,14.9,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",19.26,19.4,19.32,-81.24,202.69,103813133,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2.70136121295141,5.31167771824987
"2398",2462,11006,"Rowettia goughensis","Thraupidae","Passeriformes","AVIBASE-0147433E",5,2,3,0,4,19,12.2,5.8,7.8,26.8,97.8,19.1,77.7,19.8,78.6,53,"Updated_literature","BoW","NO",NA,NA,"Shrubland",2,1,"Omnivore","Omnivore","Terrestrial",-40.37,-40.27,-40.31,-9.93,64.14,22723149,5,1,0,1,0,0,0,0,0,0,0,0,0,0,3.97029191355212,4.16106819426501
"2399",2463,10814,"Saltator cinctus","Thraupidae","Passeriformes","AVIBASE-9FDD77B5",4,3,1,0,4,20.5,13,9.4,12.7,27.4,96.8,17.4,79.3,18,112.8,48.6,"Dunning",NA,"NO",NA,NA,"Forest",3,2,"Herbivore","Frugivore","Insessorial",-15,5.12,-4.43,-78.68,72561.96,22723898,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3.88362353090645,11.1921960965521
"2400",2464,10758,"Sericossypha albocristata","Thraupidae","Passeriformes","AVIBASE-961A51A7",10,5,5,0,4,25.2,14.8,6.4,7.7,25.4,136.3,35.3,101.2,25.9,93,114,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-12.06,7.65,-2,-76.41,103262.33,22722156,3,1,1,0,0,0,0,0,0,0,0,0,0,0,4.7361984483945,11.5450279225796
"2401",2465,10906,"Sporophila beltoni","Thraupidae","Passeriformes","AVIBASE-8C17A126",0,0,0,0,0,10.7,7,5.7,7.1,13.2,56.6,12.8,43.9,22.6,42,12,"Updated_literature","Dunning (2021)","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Sporophila plumbea","Grassland",3,2,"Herbivore","Granivore","Generalist",-29.07,-24.38,-26.8,-50.69,49878.33,103818207,3,1,1,0,0,0,0,1,0,0,0,0,0,0,2.484906649788,10.8173419188806
"2402",2466,10922,"Sporophila cinnamomea","Thraupidae","Passeriformes","AVIBASE-11F5B941",5,0,4,1,5,8.4,5.9,4.8,5.9,12.6,52,9.2,42.8,17.8,38.5,8.9,"EltonTraits_Model",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Granivore","Insessorial",-34.91,-26.34,-30.75,-56.78,327947.87,22723499,3,1,1,1,0,0,0,1,0,0,1,0,0,0,2.18605127673809,12.7006099418083
"2403",2467,10903,"Sporophila falcirostris","Thraupidae","Passeriformes","AVIBASE-334CD1D7",4,3,0,1,4,11,7.8,7.2,8.3,13,58.4,11.9,46.5,20.4,40,13.5,"Updated_live.sample","Live sample (museum data)","NO",NA,NA,"Woodland",1,2,"Herbivore","Granivore","Insessorial",-27.54,-14.13,-21.35,-44.42,172403.15,22723403,3,1,1,0,1,0,0,1,0,0,0,0,0,0,2.60268968544438,12.0575909085065
"2404",2468,10904,"Sporophila frontalis","Thraupidae","Passeriformes","AVIBASE-3B38D8C5",5,2,3,0,4,14.1,8.6,5.9,7.8,16.5,66,12.8,52.9,19.6,49,19.3,"Updated_literature","Rodrigues et al. (2019)","NO",NA,NA,"Forest",1,2,"Herbivore","Granivore","Insessorial",-29.02,-14.01,-21.74,-44.65,186188.74,22723399,3,1,1,0,1,0,0,1,0,0,0,0,0,0,2.96010509591084,12.1345161693865
"2405",2469,10921,"Sporophila hypochroma","Thraupidae","Passeriformes","AVIBASE-026B8797",1,0,1,0,1,9.2,5.8,4.6,5.3,12.3,53,12.4,40.6,23.4,42,9.7,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Herbivore","Granivore","Insessorial",-33.78,-23.46,-28.65,-58.36,200480.73,22723495,2,0,1,0,0,0,0,1,0,0,0,0,0,0,2.27212588550934,12.2084734113842
"2406",2470,10919,"Sporophila iberaensis","Thraupidae","Passeriformes","AVIBASE-710FF96C",0,0,0,0,0,9.2,5.9,4.6,6.1,13.6,53.4,10.5,42.9,19.7,44.2,8.5,"Updated_literature","Di Giacomo et al. (2016)","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Sporophila ruficollis",NA,3,1,"Herbivore","Granivore","Insessorial",-28.77,-27.61,-28.13,-57.25,2770.59,103818544,4,1,1,0,0,0,0,1,0,0,0,0,0,0,2.14006616349627,7.92681557289077
"2407",2471,10899,"Sporophila maximiliani","Thraupidae","Passeriformes","AVIBASE-A5767214",4,1,3,0,4,17.3,12.9,10.7,14.7,17.7,74.8,11.1,63.6,14.8,67,24.6,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Herbivore","Granivore","Insessorial",-23.08,10.61,-0.35,-60.04,105712.43,22723537,4,1,1,0,0,0,0,1,0,0,0,0,0,0,3.20274644293832,11.5684777619169
"2408",2472,10924,"Sporophila melanogaster","Thraupidae","Passeriformes","AVIBASE-547844A7",4,2,2,0,4,10.1,6.4,4.9,6.5,13.3,52.9,11.6,41.3,21.9,42,9.3,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Herbivore","Granivore","Insessorial",-29.53,-27.83,-28.6,-50.26,17770.37,22723509,2,0,1,1,0,1,0,1,0,1,1,0,0,0,2.23001440015921,9.78528774254139
"2409",2473,10916,"Sporophila nigrorufa","Thraupidae","Passeriformes","AVIBASE-84BDD0EE",5,1,4,0,5,8.1,5.8,4.9,5.8,12.7,49.2,6.8,42.4,13.9,39.5,10.8,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Grassland",3,2,"Herbivore","Granivore","Insessorial",-19.06,-13.5,-16.87,-59.71,116784.46,22723468,3,1,1,0,0,0,0,1,0,0,0,0,0,0,2.37954613413017,11.6680852925794
"2410",2474,10923,"Sporophila palustris","Thraupidae","Passeriformes","AVIBASE-141E0EB0",5,1,4,0,5,8.4,6,4.6,5.6,13.3,53.9,9.3,44.6,17.2,40.3,8.2,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Granivore","Insessorial",-34.45,-27.99,-31.17,-56.89,86584.99,22723487,4,1,1,1,0,0,0,1,0,0,1,0,0,0,2.10413415427021,11.3688817538928
"2411",2475,10918,"Sporophila ruficollis","Thraupidae","Passeriformes","AVIBASE-E5123580",5,1,4,0,4,9.2,5.9,4.6,6.1,13.6,53.4,10.5,42.9,19.7,44.2,8.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Herbivore","Granivore","Insessorial",-34.93,-16.26,-26.76,-59.93,1241868.6,22723484,2,0,1,0,0,0,0,1,0,1,1,0,0,0,2.15176220325946,14.0321277387772
"2412",2476,11114,"Tangara argyrofenges","Thraupidae","Passeriformes","AVIBASE-FF570133",14,4,10,0,5,11.6,6.2,4.6,4.6,15.7,71.5,17.3,54.1,24.1,47.2,19,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-18.9,-3.9,-11.38,-72.4,52084.23,22722946,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2.94443897916644,10.8606174947823
"2413",2477,11101,"Tangara cabanisi","Thraupidae","Passeriformes","AVIBASE-62E26A11",3,0,2,1,3,11.4,8,5,6,15.5,87.3,22.2,65.1,25.5,60,20,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",14.47,15.92,15.12,-92.09,4511.64,22722812,3,1,1,0,1,1,0,0,0,1,0,0,1,0,2.99573227355399,8.41441600276068
"2414",2478,11106,"Tangara cyanoptera","Thraupidae","Passeriformes","AVIBASE-AF14F9B4",4,2,2,0,4,17.9,10,6.4,7.8,20.8,96.1,24,72.1,25,66.5,43.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-32.17,-14.11,-23.32,-45.2,224069.57,22722537,2,0,1,0,1,1,1,0,0,0,0,0,0,0,3.76815263500844,12.3197118629742
"2415",2479,11147,"Tangara fastuosa","Thraupidae","Passeriformes","AVIBASE-D808B430",18,3,9,6,4,13,8.6,4.9,6.6,18.5,70.9,14.2,55.1,20.4,50,25.5,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-9.68,-6.93,-8.71,-35.59,15681.33,22722823,3,1,1,0,0,0,1,1,0,1,0,0,0,0,3.23867845216438,9.66022611173584
"2416",2480,11131,"Tangara fucosa","Thraupidae","Passeriformes","AVIBASE-7F583873",1,0,1,0,1,13.2,6.8,4.9,4.8,18.5,70,14.6,55.4,20.9,46,21,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",7.47,8.27,7.8,-77.39,3038.36,22722927,2,0,0,0,0,1,1,0,0,0,0,0,1,0,3.04452243772342,8.01907317514777
"2417",2481,11141,"Tangara johannae","Thraupidae","Passeriformes","AVIBASE-FB061C9B",4,3,1,0,4,12.6,6.9,4.8,5.2,17,68.5,16.6,51.9,24.2,47.2,20,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-0.13,7.41,3.83,-77.55,69226.47,22722839,2,0,1,0,1,1,0,1,0,0,0,0,0,0,2.99573227355399,11.1451385829166
"2418",2482,11121,"Tangara meyerdeschauenseei","Thraupidae","Passeriformes","AVIBASE-7E3ACF0B",2,1,1,0,2,13.9,7.4,5.3,5.3,19.4,73.5,19.6,53.9,26.6,60,26,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Frugivore","Insessorial",-15.36,-13.82,-14.52,-68.75,11014.63,22722900,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3.25809653802148,9.30697966811394
"2419",2483,11119,"Tangara peruviana","Thraupidae","Passeriformes","AVIBASE-806ABB29",5,2,2,1,4,12.8,6.8,4.9,5.9,18.4,73,15.5,56.5,21.5,57,22.2,"Dunning",NA,"NO",NA,NA,"Woodland",2,2,"Herbivore","Frugivore","Insessorial",-29.39,-18.51,-26.53,-48.69,56462.68,22722890,3,1,0,0,1,0,0,1,0,0,0,0,0,0,3.10009228887823,10.9413351679144
"2420",2484,11113,"Tangara phillipsi","Thraupidae","Passeriformes","AVIBASE-95C30DA2",4,2,2,0,4,11.5,6.3,4.7,4.4,16.2,68.4,16.6,51.7,24.3,49,19.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-10.95,-9.24,-10.4,-74.4,3651.09,22722939,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2.99071973173045,8.20278103213242
"2421",2485,11057,"Tephrophilus wetmorei","Thraupidae","Passeriformes","AVIBASE-8A8F0607",2,2,0,0,2,20.4,9.6,6.8,8,34.2,99.2,15,84.2,15.1,89.5,62.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-5.41,4.78,0.23,-77.41,12901.21,22722616,3,1,1,0,0,0,0,1,0,1,0,0,0,0,4.13516655674236,9.46507638440058
"2422",2486,11072,"Wetmorethraupis sterrhopteron","Thraupidae","Passeriformes","AVIBASE-1734388D",4,2,1,1,4,18.1,11.1,7.4,8,23.6,103.3,22.1,81.2,21.3,64.7,50.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-5.52,-4.16,-4.99,-78.15,4143.75,22722621,3,1,1,0,0,0,0,1,0,0,0,0,0,0,3.91601502669768,8.32935645393417
"2423",2487,10926,"Xenospingus concolor","Thraupidae","Passeriformes","AVIBASE-52257BC5",5,2,3,0,4,15.2,8.5,3.4,4.1,23.3,69.8,12.8,57.2,18.3,73.4,21,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Carnivore","Invertivore","Insessorial",-22.78,-12.35,-16.62,-72.86,30006.26,22723185,2,0,1,0,0,0,0,1,0,0,0,0,0,0,3.04452243772342,10.3091613055431
"2424",2488,8307,"Macronus ptilosus","Timaliidae","Passeriformes","AVIBASE-462272BA",6,2,3,1,4,18,10.4,4.3,4.4,22.7,70.8,7,65.6,9.6,62.6,18,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-5.78,12.38,0.79,107.21,444346.1,22716310,2,0,1,0,0,0,0,1,0,1,0,0,0,0,2.89037175789616,13.004359042263
"2425",2489,8304,"Mixornis prillwitzi","Timaliidae","Passeriformes","AVIBASE-C468218F",0,0,0,0,0,13.2,7.7,3,3.4,16.4,56.8,4.9,51.8,8.6,49.8,20,"EltonTraits_Model",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Mixornis flavicollis","Forest",1,1,"Carnivore","Invertivore","Insessorial",-7.01,-6.83,-6.91,115.36,430.54,103894733,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2.99573227355399,6.0650402347663
